name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	dmg_heroic	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	special_status_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	6			1									1					49																																			21000													190																																				100																																																																																																																																																																									
	7			1									1					52																																			24000													210																																				100																																																																																																																																																																									
	8			1									1					55																																			27000													230																																				100																																																																																																																																																																									
	9			1									1					58																																			30000													250																																				100																																																																																																																																																																									
	10			1									1					61																																			33000													270																																				100																																																																																																																																																																									
	11			1									1					64																																			36000													290																																				100																																																																																																																																																																									
	12			1									1					67																																			39000													310																																				100																																																																																																																																																																									
	13			1									1					70																																			42000													330																																				100																																																																																																																																																																									
	14			1									1					73																																			45000													350																																				100																																																																																																																																																																									
	15			1									1					76																																			48000													370																																				100																																																																																																																																																																									
	16			1									1					79																																			51000													390																																				100																																																																																																																																																																									
	17			1									1					82																																			54000													410																																				100																																																																																																																																																																									
	18			1									1					85																																			57000													430																																				100																																																																																																																																																																									
	19			1									1					88																																			60000													450																																				100																																																																																																																																																																									
	20			1									1					91																																			63000													470																																				100																																																																																																																																																																									
<Summons>Cygnus <Additional Effect>	1			1									1					40																																			5000																																																																																																																																																																										-20																																																
	2			1									1					43																																			5000																																																																																																																																																																										-24																																																
	3			1									1					46																																			5000																																																																																																																																																																										-28																																																
	4			1									1					49																																			5000																																																																																																																																																																										-32																																																
	5			1									1					52																																			5000																																																																																																																																																																										-36																																																
	6			1									1					55																																			5000																																																																																																																																																																										-40																																																
	7			1									1					58																																			5000																																																																																																																																																																										-44																																																
	8			1									1					61																																			5000																																																																																																																																																																										-48																																																
	9			1									1					64																																			5000																																																																																																																																																																										-52																																																
	10			1									1					67																																			5000																																																																																																																																																																										-56																																																
	11			1									1					70																																			5000																																																																																																																																																																										-60																																																
	12			1									1					73																																			5000																																																																																																																																																																										-64																																																
	13			1									1					76																																			5000																																																																																																																																																																										-68																																																
	14			1									1					79																																			5000																																																																																																																																																																										-72																																																
	15			1									1					82																																			5000																																																																																																																																																																										-76																																																
	16			1									1					85																																			5000																																																																																																																																																																										-80																																																
	17			1									1					88																																			5000																																																																																																																																																																										-84																																																
	18			1									1					91																																			5000																																																																																																																																																																										-88																																																
	19			1									1					94																																			5000																																																																																																																																																																										-92																																																
	20			1									1					97																																			5000																																																																																																																																																																										-96																																																
<Summons>Silver <Additional Effect>	1			1									1					46																																																																															4000																																																																																																																																																																														
	2			1									1					49																																																																															4000																																																																																																																																																																														
	3			1									1					52																																																																															4000																																																																																																																																																																														
	4			1									1					55																																																																															4000																																																																																																																																																																														
	5			1									1					58																																																																															4000																																																																																																																																																																														
	6			1									1					61																																																																															4000																																																																																																																																																																														
	7			1									1					64																																																																															4000																																																																																																																																																																														
	8			1									1					67																																																																															4000																																																																																																																																																																														
	9			1									1					70																																																																															4000																																																																																																																																																																														
	10			1									1					73																																																																															4000																																																																																																																																																																														
	11			1									1					76																																																																															4000																																																																																																																																																																														
	12			1									1					79																																																																															4000																																																																																																																																																																														
	13			1									1					82																																																																															4000																																																																																																																																																																														
	14			1									1					85																																																																															4000																																																																																																																																																																														
	15			1									1					88																																																																															4000																																																																																																																																																																														
	16			1									1					91																																																																															4000				60																																																																																																																																																																										
	17			1									1					94																																																																															4000				60																																																																																																																																																																										
	18			1									1					97																																																																															4000				60																																																																																																																																																																										
	19			1									1					100																																																																															4000				60																																																																																																																																																																										
	20			1									1					103																																																																															4000				60																																																																																																																																																																										
<Summons>Holy Ground <Additional Effect>	1												1					5																																							8																																																10	10																				380																																																																																																																																																	
	2												1					8																																							8																																																15	15																				380																																																																																																																																																	
	3												1					11																																							8																																																20	20																				380																																																																																																																																																	
	4												1					14																																							8																																																25	25																				380																																																																																																																																																	
	5												1					17																																							8																																																30	30																				380																																																																																																																																																	
	6												1					20																																							8																																																35	35																				380																																																																																																																																																	
	7												1					23																																							8																																																40	40																				380																																																																																																																																																	
	8												1					26																																							8																																																45	45																				380																																																																																																																																																	
	9												1					29																																							8																																																50	50																				380																																																																																																																																																	
	10												1					32																																							8																																																55	55																				380																																																																																																																																																	
	11												1					35																																																																																							60	60																				380																																																																																																																																																	
	12												1					38																																																																																							65	65																				380																																																																																																																																																	
	13												1					41																																																																																							70	70																				380																																																																																																																																																	
	14												1					44																																																																																							75	75																				380																																																																																																																																																	
	15												1					47																																																																																							80	80																				380																																																																																																																																																	
	16												1					50																																							8																																																85	85																				380																																																																																																																																																	
	17												1					53																																							8																																																90	90																				380																																																																																																																																																	
	18												1					56																																							8																																																95	95																				380																																																																																																																																																	
	19												1					59																																							8																																																100	100																				380																																																																																																																																																	
	20												1					62																																							8																																																105	105																				380																																																																																																																																																	
Frost Armor <Additional Effect>	1			1									1					29																																			8000			4																																																																																																																																																																																-10																																							
	2			1									1					32																																			10000			4																																																																																																																																																																																-12																																							
	3			1									1					35																																			12000			4																																																																																																																																																																																-14																																							
	4			1									1					38																																			14000			4																																																																																																																																																																																-16																																							
	5			1									1					41																																			16000			4																																																																																																																																																																																-18																																							
	6			1									1					44																																			18000			4																																																																																																																																																																																-20																																							
	7			1									1					47																																			20000			4																																																																																																																																																																																-22																																							
	8			1									1					50																																			22000			4																																																																																																																																																																																-24																																							
	9			1									1					53																																			24000			4																																																																																																																																																																																-26																																							
	10			1									1					56																																			26000			4																																																																																																																																																																																-26																																							
	11			1									1					59																																			28000			4																																																																																																																																																																																-26																																							
	12			1									1					62																																			30000			4																																																																																																																																																																																-26																																							
	13			1									1					65																																			32000			4																																																																																																																																																																																-26																																							
	14			1									1					68																																			34000			4																																																																																																																																																																																-26																																							
	15			1									1					71																																			36000			4																																																																																																																																																																																-26																																							
	16			1									1					74																																			38000			4																																																																																																																																																																																-26																																							
	17			1									1					77																																			40000			4																																																																																																																																																																																-26																																							
	18			1									1					80																																			42000			4																																																																																																																																																																																-26																																							
	19			1									1					83																																			44000			4																																																																																																																																																																																-26																																							
	20			1									1					86																																			46000			4																																																																																																																																																																																-26																																							
<MOB>Magic Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Water Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Wind Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Earth Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Fire Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Venom Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Ice Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
<MOB>Lightning Elemental Skill <Additional Effect>	1																																																																																																																																																																																																																																																																														
Might	1	0											1					1																												2				1000	1000	1000				18																																																																			6000																																																																																																																																																				
<BOSS><Pharaoh King> Skill	1	0																				20				68																								1850	4000	1850				30	30																																																																																																																																																																																																																						
<BOSS><Euriale Lord> Skill	1	0																				20						66																						2390	6000	2390				10	8																																																																																																																																																																																																																						
<BOSS><Hawkarrow King> Skill	1	0																				20			64																									3250	6000	3250				8	8																																																																																																																																																																																																																						
<BOSS><Valor>Skill	1	0																				20					70																							3090	6000	3090				40	40																																																																																																																																																																																																																						
Event Item01	1																																																		1440000		1200000																																																																				32	7																																																																												7																																																																									
Event Item02	1																																																		1440000		1200000																																																																				6	35																																																																																																											35																																										
Event Item03	1																																																		1440000		1200000																																																																				8	3																																																										7									7																																																																																		
Event Item04	1																																																																																																																																																																																																																																																																														
Event Item05	1																																																																																																																																																																																																																																																																														
Fine Bow	1	1		0								1						21	1																											50				2000	576000	2000	480000																																																																		1600																																																														2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2																																																																										
	2	1		0								1						24	1																											55				2000	594000	2000	495000																																																																			6400																																																													4	4	4	4	4	4	4	4		4	4	4	4	4	4	4	4																																																																										
	3	1		0								1						27	1																											60				2000	612000	2000	510000																																																																			14400																																																													6	6	6	6	6	6	6	6		6	6	6	6	6	6	6	6																																																																										
	4	1		0								1						30	1																											65				2000	630000	2000	525000																																																																			28800																																																													8	8	8	8	8	8	8	8		8	8	8	8	8	8	8	8																																																																										
	5	1		0								1						33	1																											70				2000	648000	2000	540000																																																																			40000																																																													10	10	10	10	10	10	10	10		10	10	10	10	10	10	10	10																																																																										
	6	1		0								1						36	1																											75				2000	666000	2000	555000																																																																																																																																12	12	12	12	12	12	12	12		12	12	12	12	12	12	12	12																																																																										
	7	1		0								1						39	1																											80				2000	684000	2000	570000																																																																																																																																14	14	14	14	14	14	14	14		14	14	14	14	14	14	14	14																																																																										
	8	1		0								1						42	1																											85				2000	702000	2000	585000																																																																																																																																16	16	16	16	16	16	16	16		16	16	16	16	16	16	16	16																																																																										
	9	1		0								1						45	1																											90				2000	720000	2000	600000																																																																																																																																18	18	18	18	18	18	18	18		18	18	18	18	18	18	18	18																																																																										
	10	1		0								1						48	1																											95				2000	738000	2000	615000																																																																																																																																20	20	20	20	20	20	20	20		20	20	20	20	20	20	20	20																																																																										
	11	1		0								1						51	1																											100				2000	756000	2000	630000																																																																																																																																22	22	22	22	22	22	22	22		22	22	22	22	22	22	22	22																																																																										
	12	1		0								1						54	1																											105				2000	774000	2000	645000																																																																																																																																24	24	24	24	24	24	24	24		24	24	24	24	24	24	24	24																																																																										
	13	1		0								1						57	1																											110				2000	792000	2000	660000																																																																																																																																26	26	26	26	26	26	26	26		26	26	26	26	26	26	26	26																																																																										
	14	1		0								1						60	1																											115				2000	810000	2000	675000																																																																																																																																28	28	28	28	28	28	28	28		28	28	28	28	28	28	28	28																																																																										
	15	1		0								1						63	1																											120				2000	828000	2000	690000																																																																																																																																30	30	30	30	30	30	30	30		30	30	30	30	30	30	30	30																																																																										
Fine Kataria	1	1		0								1						21	1																											50				2000	576000	2000	480000																																																																		1600																																																													7									10																																																		10									10																							
	2	1		0								1						24	1																											55				2000	594000	2000	495000																																																																			6400																																																												9									12																																																		12									12																							
	3	1		0								1						27	1																											60				2000	612000	2000	510000																																																																			14400																																																												11									14																																																		14									14																							
	4	1		0								1						30	1																											65				2000	630000	2000	525000																																																																			28800																																																												13									16																																																		16									16																							
	5	1		0								1						33	1																											70				2000	648000	2000	540000																																																																			40000																																																												15									18																																																		18									18																							
	6	1		0								1						36	1																											75				2000	666000	2000	555000																																																																																																																															17									20																																																		20									20																							
	7	1		0								1						39	1																											80				2000	684000	2000	570000																																																																																																																															19									22																																																		22									22																							
	8	1		0								1						42	1																											85				2000	702000	2000	585000																																																																																																																															21									24																																																		24									24																							
	9	1		0								1						45	1																											90				2000	720000	2000	600000																																																																																																																															23									26																																																		26									26																							
	10	1		0								1						48	1																											95				2000	738000	2000	615000																																																																																																																															25									28																																																		28									28																							
	11	1		0								1						51	1																											100				2000	756000	2000	630000																																																																																																																															27									30																																																		30									30																							
	12	1		0								1						54	1																											105				2000	774000	2000	645000																																																																																																																															29									32																																																		32									32																							
	13	1		0								1						57	1																											110				2000	792000	2000	660000																																																																																																																															31									34																																																		34									34																							
	14	1		0								1						60	1																											115				2000	810000	2000	675000																																																																																																																															33									36																																																		36									36																							
	15	1		0								1						63	1																											120				2000	828000	2000	690000																																																																																																																															35									38																																																		38									38																							
Fine Staff	1	1		0									1					21	1																											50				1760	576000	1760	480000																																																																		1600																																																													8	10	10	10	10	10				9	10	10	10	10	10																																																																													
	2	1		0									1					24	1																											55				1760	594000	1760	495000																																																																			6400																																																												10	12	12	12	12	12				11	12	12	12	12	12																																																																													
	3	1		0									1					27	1																											60				1760	612000	1760	510000																																																																			14400																																																												12	14	14	14	14	14				13	14	14	14	14	14																																																																													
	4	1		0									1					30	1																											65				1760	630000	1760	525000																																																																			28800																																																												14	16	16	16	16	16				15	16	16	16	16	16																																																																													
	5	1		0									1					33	1																											70				1760	648000	1760	540000																																																																			40000																																																												16	18	18	18	18	18				17	18	18	18	18	18																																																																													
	6	1		0									1					36	1																											75				1760	666000	1760	555000																																																																																																																															18	20	20	20	20	20				19	20	20	20	20	20																																																																													
	7	1		0									1					39	1																											80				1760	684000	1760	570000																																																																																																																															20	22	22	22	22	22				21	22	22	22	22	22																																																																													
	8	1		0									1					42	1																											85				1760	702000	1760	585000																																																																																																																															22	24	24	24	24	24				23	24	24	24	24	24																																																																													
