TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
930	Giggler Guardian	196612	11		5	72	377	282	259	307		197	47	8841	1540	1677				1930	4650	213	124			436	458	37	210	50	50	50	50	50	50	50	50			9738																			2500																							275	303		1	5	1	3								1	1		0	1	1	1								
931	Ethen Buster	196612	11		5	75	437	308	292	354		220	51	9785	1633	1781				1800	6400	225	130			506	531	37	330	50	50	50	50	50	50	50	50			11110																			2500																							295	326			5		3								1	1		1	1	1	1								
941	Forgotten Sage	196612	11		5	20	71	54	45	59		35	18	1389	276	273				1660	5800	56	32			126	133	42	800	50	50	50	50	50	50	50	50			1142																			2500																							44	48		1	5	1	3								2	1.600000024		0	1	1	1		1						
942	Sage of the Dead	196612	11		5	20	71	54	45	59		35	18	1389	276	273				1660	5800	56	32			126	133	42	800	50	50	50	50	50	50	50	50			1142																			2500																							44	48		1	5	1	3								2	1.600000024		0	1	1	1		1						
943	Sage of the Abandoned	196612	11		5	20	71	54	45	59		35	18	1389	276	273				1660	5800	56	32			126	133	42	800	50	50	50	50	50	50	50	50			1142																			2500																							44	48		1	5	1	3								2	1.600000024		0	1	1	1		1						
944	Grave Zombie Leader	196612	11		5	21	76	58	49	63		37	19	1440	292	291				1500	5500	58	33			135	142	47	200	50	50	50	50	50	50	50	50			1223																			2500																							47	51		1	5	1	3								2	1.600000024		0	1	1	3								
945	Frenzy Zombie Leader	196612	11		5	21	76	58	49	63		37	19	1440	292	291				1500	5500	58	33			135	142	47	200	50	50	50	50	50	50	50	50			1223																			2500																							47	51		1	5	1	3								2	1.600000024		0	1	1	3								
946	Swindle Zombie Leader	196612	11		5	21	76	58	49	63		37	19	1440	292	291				1500	5500	58	33			135	142	47	200	50	50	50	50	50	50	50	50			1223																			2500																							47	51		1	5	1	3								2	1.600000024		0	1	1	3								
947	Forgotten Knight	196612	11		5	22	81	62	52	67		40	21	1610	309	310				1660	5800	61	35			145	152	47	200	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		0	1	1	1								
948	Knight of the Dead	196612	11		5	22	81	62	52	67		40	21	1610	309	310				1660	5800	61	35			145	152	47	200	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		0	1	1	1								
949	Knight of the Abandoned	196612	11		5	22	81	62	52	67		40	21	1610	309	310				1660	5800	61	35			145	152	47	200	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		0	1	1	1								
950	Grave Zombie Lord	196612	11		5	23	98	67	65	80		50	45	24067	362	369				1500	6000	68	39			316	331	25	200	50	50		100	50	50	50	50			6892					169	187													2500																							204	228		1	5	1	3						4	BDA66B	4	2.099999905	4	0		1	1								
951	Frenzy Zombie Lord	196612	11		5	23	98	67	65	80		50	45	24067	362	369				1500	6000	68	39			316	331	25	200	50	50		100	50	50	50	50			6892					169	187													2500																							204	228		1	5	1	3						4	BDA66B	4	2.099999905	4	0		1	1								
952	Swindle Zombie Lord	196612	11		5	23	98	67	65	80		50	45	24067	362	369				1500	6000	68	39			316	331	25	200	50	50		100	50	50	50	50			6892					169	187													2500																							204	228		1	5	1	3						4	BDA66B	4	2.099999905	4	0		1	1								
953	Dark Spider	196612	11		5	22	74	54	48	62		37	18	1610	309	310				1110	4550	61	35			131	138	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
954	Giant Spider Slave	196612	11		5	22	74	54	48	62		37	18	1610	309	310				1110	4550	61	35			131	138	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
955	Babilague Slave	196612	11		5	22	74	54	48	62		37	18	1610	309	310				1110	4550	61	35			131	138	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
956	Rock Spider	196612	11		5	22	77	55	49	64		38	18	1610	309	310				1110	4800	61	35			137	143	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
957	Giant Spider Worker	196612	11		5	22	77	55	49	64		38	18	1610	309	310				1110	4800	61	35			137	143	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
958	Babilague Scout	196612	11		5	22	77	55	49	64		38	18	1610	309	310				1110	4800	61	35			137	143	37	180	50	50	50	50	50	50	50	50			1312																			2500																							48	54		1	5	1	3								2	1.600000024		1	1	1									
959	Kid Bat	196612	11		5	23	83	61	53	69		41	20	1681	327	329				3100	5500	63	36			147	155	42	270	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		0	1	1	2								
960	Young Cave Bat	196612	11		5	23	83	61	53	69		41	20	1681	327	329				3100	5500	63	36			147	155	42	270	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		0	1	1	2								
961	Young Norgen	196612	11		5	23	83	61	53	69		41	20	1681	327	329				3100	5500	63	36			147	155	42	270	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		0	1	1	2								
962	Spy Spider	196612	11		5	23	83	62	53	69		41	21	1681	327	329				1110	5300	63	36			147	155	42	170	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		1	1	1									
963	Giant Spider Watch Guard	196612	11		5	23	83	62	53	69		41	21	1681	327	329				1110	5300	63	36			147	155	42	170	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		1	1	1									
964	Babilague Soldier	196612	11		5	23	83	62	53	69		41	21	1681	327	329				1110	5300	63	36			147	155	42	170	50	50	50	50	50	50	50	50			1413																			2500																							51	57		1	5	1	3								2	1.600000024		1	1	1									
965	Soldier Spider	196612	11		5	24	90	66	57	75		44	22	1810	344	349				1110	5300	66	37			159	167	42	190	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		1	1	1									
966	Giant Spider Soldier	196612	11		5	24	90	66	57	75		44	22	1810	344	349				1110	5300	66	37			159	167	42	190	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		1	1	1									
967	Babilague Charger	196612	11		5	24	90	66	57	75		44	22	1810	344	349				1110	5300	66	37			159	167	42	190	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		1	1	1									
968	Wing Bat	196612	11		5	24	90	66	57	73		43	22	1810	344	349				3100	5500	66	37			159	167	47	270	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		0	1	1	2								
969	Giant Cave Bat	196612	11		5	24	90	66	57	73		43	22	1810	344	349				3100	5500	66	37			159	167	47	270	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		0	1	1	2								
970	Giant Norgen	196612	11		5	24	90	66	57	73		43	22	1810	344	349				3100	5500	66	37			159	167	47	270	50	50	50	50	50	50	50	50			1521																			2500																							54	60		1	5	1	3								2	1.600000024		0	1	1	2								
971	Young Assassin	196612	11		5	25	94	75	61	78		47	25	2006	362	369				2200	8000	68	39			167	175	47	250	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	1								
972	Assault Neuron	196612	11		5	25	94	75	61	78		47	25	2006	362	369				2200	8000	68	39			167	175	47	250	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	1								
973	Young Exman	196612	11		5	25	94	75	61	78		47	25	2006	362	369				2200	8000	68	39			167	175	47	250	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	1								
974	Wild Bat	196612	11		5	25	98	73	62	80		47	24	2006	362	369				3100	6000	68	39			173	182	52	270	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	2								
975	Isan Cave Bat	196612	11		5	25	98	73	62	80		47	24	2006	362	369				3100	6000	68	39			173	182	52	270	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	2								
976	Wild Norgen	196612	11		5	25	98	73	62	80		47	24	2006	362	369				3100	6000	68	39			173	182	52	270	50	50	50	50	50	50	50	50			1641																			2500																							57	63		1	5	1	3								2	1.600000024		0	1	1	2								
977	Spider Drone	196612	11		5	26	100	74	65	83		49	25	2088	380	389				1110	5800	70	40			177	186	42	190	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1									
978	Giant Spider Combatant	196612	11		5	26	100	74	65	83		49	25	2088	380	389				1110	5800	70	40			177	186	42	190	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1									
979	Babilague Centurion	196612	11		5	26	100	74	65	83		49	25	2088	380	389				1110	5800	70	40			177	186	42	190	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1									
980	Black Bat	196612	11		5	26	93	71	61	77		47	24	2088	380	389				3100	5000	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
981	Dark Cave Bat	196612	11		5	26	93	71	61	77		47	24	2088	380	389				3100	5000	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
982	Dark Norgen	196612	11		5	26	93	71	61	77		47	24	2088	380	389				3100	5000	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
983	Poison Spider	196612	11		5	27	104	81	70	86		54	54	13427	399	410				1110	5800	73	41			118	124	47	190	50	50	50	50		100	50	50			4592											126	140							2500																							158	173		1	5	1	3						6	FFFF00	3	1.899999976		1		1	1								
984	Giant Spider Knight	196612	11		5	27	104	81	70	86		54	54	13427	399	410				1110	5800	73	41			118	124	47	190	50	50	50	50		100	50	50			4592											126	140							2500																							158	173		1	5	1	3						6	FFFF00	3	1.899999976		1		1	1								
985	Babilague Commander	196612	11		5	27	104	81	70	86		54	54	13427	399	410				1110	5800	73	41			118	124	47	190	50	50	50	50		100	50	50			4592											126	140							2500																							158	173		1	5	1	3						6	FFFF00	3	1.899999976		1		1	1								
986	Bat Keyzle	196612	11		5	27	119	84	80	97		61	56	31492	438	453				3100	6500	78	44			381	400	25	270	30	30	30	30	100	50	50	50			9128									204	226									2500																							252	276		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
987	Cave Bat Commander	196612	11		5	27	119	84	80	97		61	56	31492	438	453				3100	6500	78	44			381	400	25	270	30	30	30	30	100	50	50	50			9128									204	226									2500																							252	276		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
988	Norgen Lord	196612	11		5	27	119	84	80	97		61	56	31492	438	453				3100	6500	78	44			381	400	25	270	30	30	30	30	100	50	50	50			9128									204	226									2500																							252	276		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
989	Dark Assassin	196612	11		5	28	102	78	70	85		55	52	15152	418	431				2200	7000	75	42			116	122	37	350	50	50	50	50		50	50	100			4897															124	138			2500																							165	180		1	5	1	3						7	FFFF00	3	1.899999976		0		1	1								
990	Assault Dead	196612	11		5	28	102	78	70	85		55	52	15152	418	431				2200	7000	75	42			116	122	37	350	50	50	50	50		50	50	100			4897															124	138			2500																							165	180		1	5	1	3						7	FFFF00	3	1.899999976		0		1	1								
991	Dark Exman	196612	11		5	28	102	78	70	85		55	52	15152	418	431				2200	7000	75	42			116	122	37	350	50	50	50	50		50	50	100			4897															124	138			2500																							165	180		1	5	1	3						7	FFFF00	3	1.899999976		0		1	1								
992	Queen Areh	196612	11		5	28	124	86	84	101		64	57	33562	457	475				1540	6300	80	45			398	418	25	470	50	50	50	50		100	50	50			9724											213	235							2500																							264	288		1	5	1	3						6	BDA66B	4	2.099999905		1		1	1								
993	Spider Queen [FoS]	196612	11		5	40	124	86	84	101		64	57	500000	457	475				1540	6300	80	45			1000	1100	25	470	25	25	25	25		100	25	25			9724											100	150							2500																							1000	1500		1	5	1	3						6	FFA600	4	2.099999905		1		1	1								
994	Queen Babilague	196612	11		5	28	124	86	84	101		64	57	33562	457	475				1540	6300	80	45			398	418	25	470	50	50	50	50		100	50	50			9724											213	235							2500																							264	288		1	5	1	3						6	BDA66B	4	2.099999905		1		1	1								
995	Giant Moss	196612	11		5	26	93	71	61	77		47	24	2088	380	389				2500	5300	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
996	Large Moth	196612	11		5	26	93	71	61	77		47	24	2088	380	389				2500	5300	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
997	Big Moth	196612	11		5	26	93	71	61	77		47	24	2088	380	389				2500	5300	70	40			164	173	42	130	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		0	1	1	1								
998	Lazy Bone Steel	196612	11		5	26	90	65	59	75		46	22	2088	380	389				1300	6850	70	40			160	168	32	300	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1	1								
999	Crazy Bone Steel	196612	11		5	26	90	65	59	75		46	22	2088	380	389				1300	6850	70	40			160	168	32	300	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1	1								
1000	Fury Bone Steel	196612	11		5	26	90	65	59	75		46	22	2088	380	389				1300	6850	70	40			160	168	32	300	50	50	50	50	50	50	50	50			1772																			2500																							60	66		1	5	1	3								2	1.600000024		1	1	1	1								
1001	Giant Red Moth	196612	11		5	27	100	76	66	82		51	25	2238	399	410				2500	5300	73	41			177	185	42	130	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		0	1	1	1								
1002	Large Red Moth	196612	11		5	27	100	76	66	82		51	25	2238	399	410				2500	5300	73	41			177	185	42	130	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		0	1	1	1								
1003	Big Red Moth	196612	11		5	27	100	76	66	82		51	25	2238	399	410				2500	5300	73	41			177	185	42	130	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		0	1	1	1								
1004	Lazy Bone Black	196612	11		5	27	100	73	65	82		50	24	2238	399	410				1300	7100	73	41			177	186	42	300	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		1	1	1	1								
1005	Crazy Bone Black	196612	11		5	27	100	73	65	82		50	24	2238	399	410				1300	7100	73	41			177	186	42	300	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		1	1	1	1								
1006	Fury Bone Black	196612	11		5	27	100	73	65	82		50	24	2238	399	410				1300	7100	73	41			177	186	42	300	50	50	50	50	50	50	50	50			1913																			2500																							63	69		1	5	1	3								2	1.600000024		1	1	1	1								
1007	Wraith Scout	196612	11		5	28	109	86	71	89		54	29	2525	418	431				5200	6700	75	42			192	202	52	800	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		0	1	1	1		1						
1008	White Scout	196612	11		5	28	109	86	71	89		54	29	2525	418	431				5200	6700	75	42			192	202	52	800	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		0	1	1	1		1						
1009	Phantom Scout	196612	11		5	28	109	86	71	89		54	29	2525	418	431				5200	6700	75	42			192	202	52	800	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		0	1	1	1		1						
1010	Lazy Bone Cat	196612	11		5	28	106	78	69	88		53	26	2525	418	431				1000	4600	75	42			188	197	42	300	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		1	1	1	1								
1011	Crazy Bone Cat	196612	11		5	28	106	78	69	88		53	26	2525	418	431				1000	4600	75	42			188	197	42	300	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		1	1	1	1								
1012	Fury Bone Cat	196612	11		5	28	106	78	69	88		53	26	2525	418	431				1000	4600	75	42			188	197	42	300	50	50	50	50	50	50	50	50			2040																			2500																							66	72		1	5	1	3								2	1.600000024		1	1	1	1								
1013	Giant Silver Moth	196612	11		5	29	111	87	73	92		56	29	2624	438	453				2500	5800	78	44			196	206	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1014	Large Silver Moth	196612	11		5	29	111	87	73	92		56	29	2624	438	453				2500	5800	78	44			196	206	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1015	Big Silver Moth	196612	11		5	29	111	87	73	92		56	29	2624	438	453				2500	5800	78	44			196	206	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1016	Lazy Bone Poison	196612	11		5	29	116	86	75	95		57	29	2624	438	453				1000	5100	78	44			204	214	47	300	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		1	1	1	1								
1017	Crazy Bone Poison	196612	11		5	29	116	86	75	95		57	29	2624	438	453				1000	5100	78	44			204	214	47	300	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		1	1	1	1								
1018	Fury Bone Poison	196612	11		5	29	116	86	75	95		57	29	2624	438	453				1000	5100	78	44			204	214	47	300	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		1	1	1	1								
1019	Wraith Archer	196612	11		5	30	119	94	78	98		60	31	2797	457	475				5200	6700	80	45			210	220	52	800	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1		1						
1020	White Archer	196612	11		5	30	119	94	78	98		60	31	2797	457	475				5200	6700	80	45			210	220	52	800	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1		1						
1021	Phantom Archer	196612	11		5	30	119	94	78	98		60	31	2797	457	475				5200	6700	80	45			210	220	52	800	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1		1						
1022	Lazy Bone Silver	196612	11		5	30	121	90	78	99		60	30	2797	457	475				1000	5100	80	45			213	224	47	300	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		1	1	1	1								
1023	Crazy Bone Silver	196612	11		5	30	121	90	78	99		60	30	2797	457	475				1000	5100	80	45			213	224	47	300	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		1	1	1	1								
1024	Fury Bone Silver	196612	11		5	30	121	90	78	99		60	30	2797	457	475				1000	5100	80	45			213	224	47	300	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		1	1	1	1								
1025	Giant Poison Moth	196612	11		5	30	118	93	81	96		63	62	16781	457	475				2500	6300	80	45			133	140	47	190	50	50	50	50		100	50	50			5557											143	158							2500																							180	200		1	5	1	3						6	FFFF00	3	1.899999976		0		1	1								
1026	Large Poison Moth	196612	11		5	30	118	93	81	96		63	62	16781	457	475				2500	6300	80	45			133	140	47	190	50	50	50	50		100	50	50			5557											143	158							2500																							180	200		1	5	1	3						6	FFFF00	3	1.899999976		0		1	1								
1027	Big Poison Moth	196612	11		5	30	118	93	81	96		63	62	16781	457	475				2500	6300	80	45			133	140	47	190	50	50	50	50		100	50	50			5557											143	158							2500																							180	200		1	5	1	3						6	FFFF00	3	1.899999976		0		1	1								
1028	Wraith Guard	196612	11		5	31	124	99	82	102		62	33	2976	477	497				5200	7200	83	47			219	230	47	190	50	50	50	50	50	50	50	50			2466																			2500																							75	83		1	5	1	3								2	1.600000024		0	1	1	1								
1029	White Guard	196612	11		5	31	124	99	82	102		62	33	2976	477	497				5200	7200	83	47			219	230	47	190	50	50	50	50	50	50	50	50			2466																			2500																							75	83		1	5	1	3								2	1.600000024		0	1	1	1								
1030	Phantom Guard	196612	11		5	31	124	99	82	102		62	33	2976	477	497				5200	7200	83	47			219	230	47	190	50	50	50	50	50	50	50	50			2466																			2500																							75	83		1	5	1	3								2	1.600000024		0	1	1	1								
1031	Lazy Bone King	196612	11		5	31	138	105	93	113		71	70	39992	519	543				1200	7100	89	50			441	463	45	420	100		50	50	50	50	50	50			11710	237	261																	2500																							300	332		1	5	1	3						1	BDA66B	4	2.099999905	3	1		1	1								
1032	Crazy Bone King	196612	11		5	31	138	105	93	113		71	70	39992	519	543				1200	7100	89	50			441	463	45	420	100		50	50	50	50	50	50			11710	237	261																	2500																							300	332		1	5	1	3						1	BDA66B	4	2.099999905	3	1		1	1								
1033	Fury Bone King	196612	11		5	31	138	105	93	113		71	70	39992	519	543				1200	7100	89	50			441	463	45	420	100		50	50	50	50	50	50			11710	237	261																	2500																							300	332		1	5	1	3						1	BDA66B	4	2.099999905	3	1		1	1								
1034	Cave Werewolf Combatant	196612	11		5	29	108	78	71	90		54	26	2624	438	453				2500	4800	78	44			191	201	37	170	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1035	Demon Werewolf Combatant	196612	11		5	29	108	78	71	90		54	26	2624	438	453				2500	4800	78	44			191	201	37	170	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1036	Crag Werewolf Combatant	196612	11		5	29	108	78	71	90		54	26	2624	438	453				2500	4800	78	44			191	201	37	170	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1037	Cave Werewolf Charger	196612	11		5	29	114	88	74	95		57	29	2624	438	453				2500	6300	78	44			201	212	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1038	Demon Werewolf Charger	196612	11		5	29	114	88	74	95		57	29	2624	438	453				2500	6300	78	44			201	212	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1039	Crag Werewolf Charger	196612	11		5	29	114	88	74	95		57	29	2624	438	453				2500	6300	78	44			201	212	47	190	50	50	50	50	50	50	50	50			2173																			2500																							69	77		1	5	1	3								2	1.600000024		0	1	1	1								
1040	Cave Werewolf Guard	196612	11		5	30	119	92	78	99		60	31	2797	457	475				2500	6000	80	45			210	221	47	210	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1								
1041	Demon Werewolf Guard	196612	11		5	30	119	92	78	99		60	31	2797	457	475				2500	6000	80	45			210	221	47	210	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1								
1042	Crag Werewolf Guard	196612	11		5	30	119	92	78	99		60	31	2797	457	475				2500	6000	80	45			210	221	47	210	50	50	50	50	50	50	50	50			2315																			2500																							72	80		1	5	1	3								2	1.600000024		0	1	1	1								
1043	Cave Lord Jung	196612	11		5	32	133	100	87	108		65	33	3227	498	520				2500	6500	86	48			234	246	47	210	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1044	Demon Lord Tehel	196612	11		5	32	133	100	87	108		65	33	3227	498	520				2500	6500	86	48			234	246	47	210	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1045	Crag Lord Liam	196612	11		5	32	133	100	87	108		65	33	3227	498	520				2500	6500	86	48			234	246	47	210	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1046	Young Bellos	196612	11		5	32	125	89	82	104		64	30	3227	498	520				3000	5000	86	48			220	231	37	800	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		2	1	1	1		1						
1047	Nothrin Young	196612	11		5	32	125	89	82	104		64	30	3227	498	520				3000	5000	86	48			220	231	37	800	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		2	1	1	1		1						
1048	Young Blue	196612	11		5	32	125	89	82	104		64	30	3227	498	520				3000	5000	86	48			220	231	37	800	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		2	1	1	1		1						
1049	Young Mura	196612	11		5	32	132	98	86	108		65	33	3227	498	520				1600	6400	86	48			232	243	47	190	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1050	Young Lote	196612	11		5	32	132	98	86	108		65	33	3227	498	520				1600	6400	86	48			232	243	47	190	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1051	Young Ciring	196612	11		5	32	132	98	86	108		65	33	3227	498	520				1600	6400	86	48			232	243	47	190	50	50	50	50	50	50	50	50			2623																			2500																							79	87		1	5	1	3								2	1.600000024		0	1	1	1								
1052	Pom Bellos	196612	11		5	33	130	98	86	108		66	33	3333	519	543				3000	5500	89	50			229	240	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
1053	Nothrin Walker	196612	11		5	33	130	98	86	108		66	33	3333	519	543				3000	5500	89	50			229	240	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
1054	Blue Moth	196612	11		5	33	130	98	86	108		66	33	3333	519	543				3000	5500	89	50			229	240	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
1055	Bellos Maid	196612	11		5	33	134	96	87	110		66	32	3333	519	543				3000	5500	89	50			235	247	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
1056	Nothrin Maid	196612	11		5	33	134	96	87	110		66	32	3333	519	543				3000	5500	89	50			235	247	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
