TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Part	Kind	ItemType	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	NPC Charisma Price	NPC Shrine Coin	PC Charisma Price	PC Shrine Coin	NPC Arena Coin	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	Gacha_Point_Type	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
7571	Doogie <Rank 8>									1	12																			1																																																													984	1													6				170	1	2	1																			
7572	Doogie <Rank 9>									1	12																			1																																																													986	1													6				170	1	2	1																			
7573	Doogie <Rank 10>									1	12																			1																																																													988	1													6				170	1	2	1																			
7574	Rakundel <Rank 1>		1	99						1	12																			1																																																													990	1													6				170	1	2	1									5	2				1	120				
7575	Rakundel <Rank 2>									1	12																			1																																																													992	1													6				170	1	2	1																			
7576	Rakundel <Rank 3>									1	12																			1																																																													994	1													6				170	1	2	1																			
7577	Rakundel <Rank 4>									1	12																			1																																																													996	1													6				170	1	2	1																			
7578	Rakundel <Rank 5>									1	12																			1																																																													998	1													6				170	1	2	1																			
7579	Rakundel <Rank 6>									1	12																			1																																																													1000	1													6				170	1	2	1																			
7580	Rakundel <Rank 7>									1	12																			1																																																													1002	1													6				170	1	2	1																			
7581	Rakundel <Rank 8>									1	12																			1																																																													1004	1													6				170	1	2	1																			
7582	Rakundel <Rank 9>									1	12																			1																																																													1006	1													6				170	1	2	1																			
7583	Rakundel <Rank 10>									1	12																			1																																																													1008	1													6				170	1	2	1																			
7584	Latiman <Rank 1>		1	99						1	12																			1																																																													1010	1													6				170	1	2	1									5	2				1	120				
7585	Latiman <Rank 2>									1	12																			1																																																													1012	1													6				170	1	2	1																			
7586	Latiman <Rank 3>									1	12																			1																																																													1014	1													6				170	1	2	1																			
7587	Latiman <Rank 4>									1	12																			1																																																													1016	1													6				170	1	2	1																			
7588	Latiman <Rank 5>									1	12																			1																																																													1018	1													6				170	1	2	1																			
7589	Latiman <Rank 6>									1	12																			1																																																													1020	1													6				170	1	2	1																			
7590	Latiman <Rank 7>									1	12																			1																																																													1022	1													6				170	1	2	1																			
7591	Latiman <Rank 8>									1	12																			1																																																													1024	1													6				170	1	2	1																			
7592	Latiman <Rank 9>									1	12																			1																																																													1026	1													6				170	1	2	1																			
7593	Latiman <Rank 10>									1	12																			1																																																													1028	1													6				170	1	2	1																			
7594	Lu <Rank 1>		1	99						1	12																			1																																																													1030	1													6				170	1	2	1									5	2				1	120				
7595	Lu <Rank 2>									1	12																			1																																																													1032	1													6				170	1	2	1																			
7596	Lu <Rank 3>									1	12																			1																																																													1034	1													6				170	1	2	1																			
7597	Lu <Rank 4>									1	12																			1																																																													1036	1													6				170	1	2	1																			
7598	Lu <Rank 5>									1	12																			1																																																													1038	1													6				170	1	2	1																			
7599	Lu <Rank 6>									1	12																			1																																																													1040	1													6				170	1	2	1																			
7600	Lu <Rank 7>									1	12																			1																																																													1042	1													6				170	1	2	1																			
7601	Lu <Rank 8>									1	12																			1																																																													1044	1													6				170	1	2	1																			
7602	Lu <Rank 9>									1	12																			1																																																													1046	1													6				170	1	2	1																			
7603	Lu <Rank 10>									1	12																			1																																																													1048	1													6				170	1	2	1																			
7604	Milfi <Rank 1>		1	99						1	12																			1																																																													1050	1													6				170	1	2	1									5	2				1	120				
7605	Milfi <Rank 2>									1	12																			1																																																													1052	1													6				170	1	2	1																			
7606	Milfi <Rank 3>									1	12																			1																																																													1054	1													6				170	1	2	1																			
7607	Milfi <Rank 4>									1	12																			1																																																													1056	1													6				170	1	2	1																			
7608	Milfi <Rank 5>									1	12																			1																																																													1058	1													6				170	1	2	1																			
7609	Milfi <Rank 6>									1	12																			1																																																													1060	1													6				170	1	2	1																			
7610	Milfi <Rank 7>									1	12																			1																																																													1062	1													6				170	1	2	1																			
7611	Milfi <Rank 8>									1	12																			1																																																													1064	1													6				170	1	2	1																			
7612	Milfi <Rank 9>									1	12																			1																																																													1066	1													6				170	1	2	1																			
7613	Milfi <Rank 10>									1	12																			1																																																													1068	1													6				170	1	2	1																			
7614	Bloom <Rank 1>		1	99						1	12																			1																																																													1070	1													6				170	1	2	1									5	2				1	120				
7615	Bloom <Rank 2>									1	12																			1																																																													1072	1													6				170	1	2	1																			
7616	Bloom <Rank 3>									1	12																			1																																																													1074	1													6				170	1	2	1																			
7617	Bloom <Rank 4>									1	12																			1																																																													1076	1													6				170	1	2	1																			
7618	Bloom <Rank 5>									1	12																			1																																																													1078	1													6				170	1	2	1																			
7619	Bloom <Rank 6>									1	12																			1																																																													1080	1													6				170	1	2	1																			
7620	Bloom <Rank 7>									1	12																			1																																																													1082	1													6				170	1	2	1																			
7621	Bloom <Rank 8>									1	12																			1																																																													1084	1													6				170	1	2	1																			
7622	Bloom <Rank 9>									1	12																			1																																																													1086	1													6				170	1	2	1																			
7623	Bloom <Rank 10>									1	12																			1																																																													1088	1													6				170	1	2	1																			
7624	Teful <Rank 1>		1	99						1	12																			1																																																													1090	1													6				170	1	2	1									5	2				1	120				
7625	Teful <Rank 2>									1	12																			1																																																													1092	1													6				170	1	2	1																			
7626	Teful <Rank 3>									1	12																			1																																																													1094	1													6				170	1	2	1																			
7627	Teful <Rank 4>									1	12																			1																																																													1096	1													6				170	1	2	1																			
7628	Teful <Rank 5>									1	12																			1																																																													1098	1													6				170	1	2	1																			
7629	Teful <Rank 6>									1	12																			1																																																													1100	1													6				170	1	2	1																			
7630	Teful <Rank 7>									1	12																			1																																																													1102	1													6				170	1	2	1																			
7631	Teful <Rank 8>									1	12																			1																																																													1104	1													6				170	1	2	1																			
7632	Teful <Rank 9>									1	12																			1																																																													1106	1													6				170	1	2	1																			
7633	Teful <Rank 10>									1	12																			1																																																													1108	1													6				170	1	2	1																			
7634	Pekki <Rank 1>		1	99						1	12																			1																																																													1110	1													6				170	1	2	1									5	2				1	120				
7635	Pekki <Rank 2>									1	12																			1																																																													1112	1													6				170	1	2	1																			
7636	Pekki <Rank 3>									1	12																			1																																																													1114	1													6				170	1	2	1																			
7637	Pekki <Rank 4>									1	12																			1																																																													1116	1													6				170	1	2	1																			
7638	Pekki <Rank 5>									1	12																			1																																																													1118	1													6				170	1	2	1																			
7639	Pekki <Rank 6>									1	12																			1																																																													1120	1													6				170	1	2	1																			
7640	Pekki <Rank 7>									1	12																			1																																																													1122	1													6				170	1	2	1																			
7641	Pekki <Rank 8>									1	12																			1																																																													1124	1													6				170	1	2	1																			
7642	Pekki <Rank 9>									1	12																			1																																																													1126	1													6				170	1	2	1																			
7643	Pekki <Rank 10>									1	12																			1																																																													1128	1													6				170	1	2	1																			
7644	Pet Reinforcement Manual									2	0																		50	1																																																																											1						0																				
7645	Loki Ring Piece	4	1	9						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				1	9				
7646	Red Sign Ring Piece	8	2	13						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				2	13				
7647	Barom Ring Piece	17	11	22						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				11	22				
7648	Shuta Ring Piece	26	20	31						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				20	31				
7649	Flying Ring Piece	35	29	40						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				29	40				
7650	Pargon Ring Piece	44	38	49						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				38	49				
7651	Blode Ring Piece	53	47	58						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				47	58				
7652	Haul Ring Piece	61	55	66						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				55	66				
7653	Logo Ring Piece	69	63	74						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				63	74				
7654	Ohkeros Ring Piece	76	70	81						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				70	81				
7655	Gadius Ring Piece	83	77	88						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				77	88				
7656	Podon Necklace Piece	10	4	15						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				4	15				
7657	Lilin Necklace Piece	19	13	24						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				13	24				
7658	Lilith Necklace Piece	28	22	33						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				22	33				
7659	Karkaen Necklace Piece	28	22	33						2	0																			9999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				22	33				
7660	Darilla Necklace Piece	28	22	33						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				22	33				
7661	Biglos Necklace Piece	37	31	42						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				31	42				
7662	Guardimesh Necklace Piece	46	40	51						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				40	51				
7663	Zucker Necklace Piece	55	49	60						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				49	60				
7664	Shocker Necklace Piece	63	57	68						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				57	68				
7665	Luke Necklace Piece	71	65	76						2	0																			999																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				65	76				
7666	Piece of Necklace of Fortune	78	72	83						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				72	83				
7667	Piece of Necklace of Survival	85	79	99						2	0																			10																																																																	51	Accessory	540	Unique Accessory Piece																							5	3				79	120				
7668	Grandcross Starter Package									1	22	256		1	1						8454143									1																																																																											1						1	1																			
7669	Grandcross Package (L)									1	22	256		1	1						8454143									1																																																																											1						1	1																			
7670	Grandcross Package (XL)									1	22	256		1	1						8454143									1																																																																											1						1	1																			
7671	Swim Trunks: Offense <Knight - 14 days>	1			1	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7672	Swim Trunks: Defense <Knight - 14 days>	1			1	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7673	Swim Trunks: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7674	Swim Trunks: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7675	Swim Trunks: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7676	Swim Trunks: Offense <Archer - 14 days>	1			2	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7677	Swim Trunks: Defense <Archer - 14 days>	1			2	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7678	Swim Trunks: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7679	Swim Trunks: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7680	Swim Trunks: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7681	One-piece Swimsuit: Offense <Mage - 14 days>	1			4	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7682	One-piece Swimsuit: Defense <Mage - 14 days>	1			4	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7683	One-piece Swimsuit: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7684	One-piece Swimsuit: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7685	One-piece Swimsuit: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7686	Swim Trunks: Offense <Berserker - 14 days>	1			1	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7687	Swim Trunks: Defense <Berserker - 14 days>	1			1	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7688	Swim Trunks: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7689	Swim Trunks: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7690	Swim Trunks: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7691	One-piece Swimsuit: Offense <Hunter - 14 days>	1			2	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7692	One-piece Swimsuit: Defense <Hunter - 14 days>	1			2	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7693	One-piece Swimsuit: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7694	One-piece Swimsuit: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7695	One-piece Swimsuit: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7696	Swim Trunks: Offense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7697	Swim Trunks: Defense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7698	Swim Trunks: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7699	Swim Trunks: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7700	Swim Trunks: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7701	One-piece Swimsuit: Offense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7702	One-piece Swimsuit: Defense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7703	One-piece Swimsuit: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7704	One-piece Swimsuit: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7705	One-piece Swimsuit: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7706	One-piece Swimsuit: Offense <Ranger - 14 days>	1			2	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7707	One-piece Swimsuit: Defense <Ranger - 14 days>	1			2	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7708	One-piece Swimsuit: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7709	One-piece Swimsuit: Superior <Ranger - 14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7710	One-piece Swimsuit: Superior <Ranger - 30 days>	1			2	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7711	One-piece Swimsuit: Offense <Elementalist - 14 days>	1			4	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7712	One-piece Swimsuit: Defense <Elementalist - 14 days>	1			4	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7713	One-piece Swimsuit: Balanced <Elementalist - 14 days>	1			4	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7714	One-piece Swimsuit: Superior <Elementalist - 14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7715	One-piece Swimsuit: Superior <Elementalist - 30 days>	1			4	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7716	Talisman of Heavenly Luck -1 days-									1	12	0				4														1																																																													1135	1													3			1440	60		2	1																			
7717	Talisman of Heavenly Luck -3 days-									1	12	0				4														1																																																													1135	1													3			4320	60		2	1																			
7718	Talisman of Heavenly Luck -14 days-									1	12	0				4														1																																																													1135	1													3			20160	60		2	1																			
7719	Swim Briefs: Offense <Knight - 14 days>	1			1	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7720	Swim Briefs: Defense <Knight - 14 days>	1			1	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7721	Swim Briefs: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7722	Swim Briefs: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7723	Swim Briefs: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7724	Swim Jammers: Offense <Archer - 14 days>	1			2	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7725	Swim Jammers: Defense <Archer - 14 days>	1			2	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7726	Swim Jammers: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7727	Swim Jammers: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7728	Swim Jammers: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7729	Two-piece Swimsuit: Offense <Mage - 14 days>	1			4	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7730	Two-piece Swimsuit: Defense <Mage - 14 days>	1			4	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7731	Two-piece Swimsuit: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7732	Two-piece Swimsuit: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7733	Two-piece Swimsuit: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7734	Swim Briefs: Offense <Berserker - 14 days>	1			1	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7735	Swim Briefs: Defense <Berserker - 14 days>	1			1	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7736	Swim Briefs: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7737	Swim Briefs: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7738	Swim Briefs: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7739	Two-piece Swimsuit: Offense <Hunter - 14 days>	1			2	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7740	Two-piece Swimsuit: Defense <Hunter - 14 days>	1			2	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7741	Two-piece Swimsuit: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7742	Two-piece Swimsuit: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7743	Two-piece Swimsuit: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7744	Swim Jammers: Offense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7745	Swim Jammers: Defense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7746	Swim Jammers: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7747	Swim Jammers: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7748	Swim Jammers: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7749	Two-piece Swimsuit: Offense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7750	Two-piece Swimsuit: Defense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7751	Two-piece Swimsuit: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7752	Two-piece Swimsuit: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7753	Two-piece Swimsuit: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7754	Two-piece Swimsuit: Offense <Ranger - 14 days>	1			2	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7755	Two-piece Swimsuit: Defense <Ranger - 14 days>	1			2	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7756	Two-piece Swimsuit: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7757	Two-piece Swimsuit: Superior <Ranger - 14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7758	Two-piece Swimsuit: Superior <Ranger - 30 days>	1			2	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7759	Two-piece Swimsuit: Offense <Elementalist - 14 days>	1			4	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7760	Two-piece Swimsuit: Defense <Elementalist - 14 days>	1			4	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7761	Two-piece Swimsuit: Balanced <Elementalist - 14 days>	1			4	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7762	Two-piece Swimsuit: Superior <Elementalist - 14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7763	Two-piece Swimsuit: Superior <Elementalist - 30 days>	1			4	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7764	Guardian Armor: Offense <Knight - 14 days>	1			1	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7765	Guardian Armor: Defense <Knight - 14 days>	1			1	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7766	Guardian Armor: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7767	Guardian Armor: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7768	Guardian Armor: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7769	Guardian Armor: Offense <Archer - 14 days>	1			2	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7770	Guardian Armor: Defense <Archer - 14 days>	1			2	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7771	Guardian Armor: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7772	Guardian Armor: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7773	Guardian Armor: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7774	Guardian Armor: Offense <Mage - 14 days>	1			4	1				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7775	Guardian Armor: Defense <Mage - 14 days>	1			4	1				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7776	Guardian Armor: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7777	Guardian Armor: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7778	Guardian Armor: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7779	Guardian Armor: Offense <Berserker - 14 days>	1			1	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7780	Guardian Armor: Defense <Berserker - 14 days>	1			1	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7781	Guardian Armor: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7782	Guardian Armor: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7783	Guardian Armor: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7784	Guardian Armor: Offense <Hunter - 14 days>	1			2	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7785	Guardian Armor: Defense <Hunter - 14 days>	1			2	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7786	Guardian Armor: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7787	Guardian Armor: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7788	Guardian Armor: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7789	Guardian Armor: Offense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7790	Guardian Armor: Defense <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7791	Guardian Armor: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7792	Guardian Armor: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7793	Guardian Armor: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7794	Guardian Armor: Offense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7795	Guardian Armor: Defense <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7796	Guardian Armor: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
7797	Guardian Armor: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
7798	Guardian Armor: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
7799	Guardian Armor: Offense <Ranger - 14 days>	1			2	3				1	31																			10																																																													895	1													3			20160	140	1	2	1																			
7800	Guardian Armor: Defense <Ranger - 14 days>	1			2	3				1	31																			10																																																													896	1													3			20160	140	1	2	1																			
7801	Guardian Armor: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
