Name	Position	Rotation	Radius
wind14_41	-63448.699219,0,76447.296875	0,0	1679.660034
wind14_42	-68832.296875,0,80533.296875	0,0	2072.649902
wind14_43	-71174.101563,0,79025.898438	0,0	1749.640015
wind14_44	-71631.703125,0,81394.703125	0,0	1588.140015
wind14_45	-73937.703125,0,83485.203125	0,0	1682.349976
wind14_46	-80406.796875,0,82746	0,0	1592.619995
wind14_47	-80285.796875,0,85369.398438	0,0	1803.47998
wind14_48	-81856,0,87365.796875	0,0	1695.810059
wind14_49	-85445,0,84449.796875	0,0	2018.819946
wind14_50	-88405.898438,0,84943.203125	0,0	1615.050049
wind14_51	-90626.601563,0,87747.203125	0,0	2175.840088
wind14_52	-84211.296875,0,88487.398438	0,0	1592.619995
wind14_53	-96315.101563,0,89792.898438	0,0	1372.800049
wind14_54	-99410.703125,0,86643.601563	0,0	2341.830078
wind15_1	-75723.101563,0,95989.398438	0,0	3197.810059
wind15_2	-77176.703125,0,100350	0,0	3165.51001
wind15_3	-73559,0,98928.796875	0,0	3294.709961
wind15_4	-65198.398438,0,94718.898438	0,0	2449.5
wind15_5	-61639.898438,0,95472.601563	0,0	2395.659912
wind15_6	-63868.601563,0,97766	0,0	2341.830078
wind15_7	-60250.898438,0,98056.703125	0,0	3041.689941
wind18_1	-58281.199219,0,77787.101563	0,0	1570.189941
wind18_2	-57249.398438,0,79290	0,0	1144
wind18_3	-52695.800781,0,75431.796875	0,0	1502.900024
wind18_4	-52314.5,0,77203.898438	0,0	1121.569946
wind18_5	-50778.199219,0,74332.398438	0,0	1114.209961
wind18_6	-53899.898438,0,81454.296875	0,0	1092.569946
wind18_7	-52311,0,81155.203125	0,0	1215.030029
wind18_8	-50759.5,0,80370.101563	0,0	1277.339966
wind18_9	-49021.101563,0,79865.398438	0,0	1252.410034
wind18_10	-48280.398438,0,76889.601563	0,0	1254.839966
wind18_11	-46809.199219,0,77592.796875	0,0	1092.569946
wind18_12	-41413.101563,0,80856.203125	0,0	1813.199951
wind18_13	-38908.300781,0,79641.101563	0,0	2018.819946
wind18_14	-42478.601563,0,78108.296875	0,0	1738.430054
wind18_15	-39113.898438,0,82482.398438	0,0	2187.050049
wind18_16	-47290.101563,0,84134.898438	0,0	1668.890015
wind18_17	-45854.5,0,85570.5	0,0	1301.02002
wind18_18	-28694.900391,0,82631.703125	0,0	2826.340088
wind18_19	-30601.5,0,80321.296875	0,0	1906.660034
wind18_20	-31431.5,0,85525.296875	0,0	1727.209961
wind18_21	-32642.800781,0,82811.101563	0,0	1996.390015
wind18_22	-35933.800781,0,87905.601563	0,0	1518.790039
wind18_23	-34116.398438,0,88580.703125	0,0	1479.839966
wind18_24	-26867.800781,0,75350.296875	0,0	2102.929932
wind18_25	-25328.400391,0,77715.296875	0,0	1700.52002
wind18_26	-29495.300781,0,75962.898438	0,0	1168.300049
wind18_27	-16178.799805,0,76312.898438	0,0	972.0230103
wind18_28	-15319,0,74967	0,0	878.559021
wind18_29	-12614.700195,0,71356.703125	0,0	859.8660278
wind18_30	-11788.299805,0,69719	0,0	897.2520142
wind18_31	-11352.599609,0,68787.5	0,0	915.9439697
wind18_32	-11337.5,0,76549.601563	0,0	1433.109985
wind18_33	-9748.599609,0,78045	0,0	1620.040039
wind18_34	-7645.660156,0,78372.101563	0,0	1339.650024
wind18_35	-11321.900391,0,82437.796875	0,0	1386.380005
wind18_36	-9437.049805,0,83870.898438	0,0	1511
wind18_37	-21540.599609,0,81861.398438	0,0	1105.98999
wind18_38	-20091.900391,0,81191.601563	0,0	1386.380005
e219_1	-10901.900391,0,67780.898438	0,0	519.242981
wind01_33	-102021,0,180076	0,0	2220.699951
wind02_1	-91302.296875,0,177014	0,0	2422.580078
wind02_2	-89414.296875,0,182700	0,0	2602.030029
wind02_3	-86143.101563,0,178416	0,0	2037.51001
wind02_4	-83701.898438,0,181125	0,0	1838.119995
wind02_5	-84859.703125,0,186980	0,0	2180.820068
wind02_6	-82034.398438,0,189003	0,0	1557.72998
wind02_7	-79264.203125,0,184734	0,0	2635.679932
wind02_8	-80471.898438,0,179463	0,0	1601
wind02_9	-79184.601563,0,191633	0,0	2066.159912
wind02_10	-74489.796875,0,190519	0,0	2131.060059
wind02_11	-86765.5,0,171441	0,0	1973.119995
wind02_12	-83707.203125,0,171418	0,0	2118.51001
wind02_13	-80700.796875,0,168863	0,0	1791.390015
wind02_14	-81657.101563,0,175742	0,0	1999.089966
wind02_15	-79049.601563,0,172399	0,0	1729.079956
wind02_16	-76401.398438,0,169112	0,0	1573.310059
wind02_17	-75809.5,0,174689	0,0	1479.839966
wind02_18	-71955.5,0,173256	0,0	2523.52002
wind02_19	-75077.203125,0,180266	0,0	2486.139893
wind02_20	-70101.203125,0,179066	0,0	2287.98999
wind02_21	-69562.796875,0,184920	0,0	2512.310059
wind02_22	-64593.800781,0,183849	0,0	2040.630005
wind02_23	-66628.101563,0,176041	0,0	1794.51001
wind02_24	-65544,0,179580	0,0	1822.540039
wind02_25	-65736.203125,0,190264	0,0	2271.689941
wind02_26	-60235.199219,0,191500	0,0	2355.290039
wind02_27	-60725.5,0,186097	0,0	2271.689941
wind02_28	-57188.300781,0,183836	0,0	2355.290039
wind02_29	-55225.5,0,188098	0,0	2616.98999
wind02_30	-53860.898438,0,192341	0,0	2243.129883
wind02_31	-50010.199219,0,186154	0,0	2317.899902
wind02_32	-49991.5,0,191220	0,0	1663.660034
wind03_1	-43341.101563,0,201788	0,0	2624.459961
wind03_2	-44297.300781,0,197618	0,0	2149.669922
wind03_3	-44967.199219,0,191372	0,0	2056.199951
wind03_4	-29882.599609,0,194049	0,0	2310.419922
wind03_5	-33381.898438,0,194498	0,0	1772.069946
wind03_6	-40664.800781,0,186920	0,0	2336.590088
wind03_7	-45319.199219,0,185536	0,0	2523.52002
wind03_8	-41337.699219,0,181517	0,0	2803.909912
wind03_9	-47655.800781,0,180601	0,0	2747.830078
wind03_10	-51357,0,176788	0,0	2598.290039
wind03_11	-47095.101563,0,173498	0,0	2261.820068
wind03_12	-44291.101563,0,177199	0,0	2224.439941
wind03_13	-41165.601563,0,174646	0,0	2265.560059
wind03_14	-40245.898438,0,177315	0,0	2287.98999
wind03_15	-36612,0,185099	0,0	2220.699951
wind03_16	-35669.898438,0,179962	0,0	3028.22998
wind03_17	-34929.699219,0,174736	0,0	2310.419922
wind03_18	-34189.398438,0,169823	0,0	2602.030029
wind03_19	-31722,0,173233	0,0	1570.189941
wind03_20	-33651.101563,0,164709	0,0	2646.889893
wind03_21	-29366.699219,0,167311	0,0	2377.719971
wind15_8	-66000.5,0,104582	0,0	1857.310059
wind15_9	-63158,0,104549	0,0	2234.159912
wind15_10	-61026.101563,0,104452	0,0	2293.379883
wind15_11	-52879.699219,0,105964	0,0	2635.77002
wind15_12	-53500,0,108974	0,0	2364.439941
wind15_13	-60444.699219,0,111171	0,0	1668.890015
wind15_14	-62399,0,112350	0,0	1668.890015
wind15_15	-64514.699219,0,112366	0,0	1884.22998
wind15_16	-74334.203125,0,110460	0,0	3004
wind15_17	-71911.601563,0,111332	0,0	2422.580078
wind15_18	-75206.296875,0,107844	0,0	2228.77002
wind15_19	-77015.203125,0,113615	0,0	2234.159912
wind15_20	-74973.601563,0,116701	0,0	2364.439941
wind16_1	-85198.703125,0,116670	0,0	2372.189941
wind16_2	-88268.601563,0,108437	0,0	2837.330078
wind16_3	-97998.101563,0,113936	0,0	3069.899902
wind16_4	-94984,0,117118	0,0	2697.790039
wind16_6	-92182.5,0,136044	0,0	2907.100098
wind16_8	-94585.703125,0,132904	0,0	2635.77002
wind16_9	-101640,0,125734	0,0	2697.790039
wind16_11	-99469.601563,0,128796	0,0	2034.969971
wind16_12	-102352,0,138496	0,0	2164.169922
wind16_13	-100566,0,135370	0,0	2067.27002
wind16_14	-98624.601563,0,138465	0,0	2422.580078
wind16_15	-100119,0,142068	0,0	2441.959961
wind16_18	-77693.5,0,127257	0,0	2455.919922
wind16_19	-79890,0,129550	0,0	2232.649902
wind16_20	-80671.5,0,133717	0,0	3100.899902
wind17_1	-79502.398438,0,141728	0,0	2907.100098
wind17_2	-82156.5,0,145674	0,0	2422.580078
wind17_3	-78388,0,145970	0,0	2341.830078
wind17_4	-80865.398438,0,149377	0,0	2314.909912
wind17_5	-85090.296875,0,149261	0,0	2519.47998
wind17_6	-73190.601563,0,133252	0,0	2480.719971
wind17_7	-73578.203125,0,137477	0,0	2441.959961
wind17_8	-69315.703125,0,139376	0,0	2790.810059
wind17_9	-67725.296875,0,134105	0,0	2635.77002
wind17_10	-59669.5,0,142309	0,0	2390.280029
wind17_11	-61197.699219,0,144439	0,0	1841.160034
wind17_12	-59346.5,0,138175	0,0	1518.150024
wind17_13	-55728.800781,0,135881	0,0	1259.73999
wind17_14	-53413.101563,0,137208	0,0	1704.780029
wind17_15	-50766.199219,0,139496	0,0	2557.169922
wind17_16	-45871.601563,0,137222	0,0	1157.459961
wind17_17	-71362.5,0,145572	0,0	2196.469971
wind17_18	-68810.703125,0,147574	0,0	2067.27002
wind17_19	-72073.101563,0,149028	0,0	2454.879883
wind17_20	-72434.203125,0,152115	0,0	1970.369995
wind17_21	-60023.699219,0,151355	0,0	2584.090088
wind17_22	-55824.398438,0,150231	0,0	2422.580078
wind17_23	-49019.800781,0,151678	0,0	2530.25
wind17_24	-49558.101563,0,148286	0,0	1582.75
wind17_25	-45291.898438,0,151700	0,0	2099.570068
wind17_26	-44843.199219,0,149143	0,0	1704.780029
wind17_27	-51684.699219,0,155042	0,0	2153.409912
wind17_28	-45412.898438,0,157896	0,0	2314.909912
wind17_29	-42505.800781,0,157653	0,0	2099.570068
wind17_30	-44013.199219,0,161314	0,0	2395.669922
wind17_31	-50527.101563,0,163371	0,0	2196.469971
wind17_32	-53524.300781,0,162396	0,0	1626.27002
wind17_33	-52084.898438,0,160545	0,0	1626.27002
wind17_34	-58571.300781,0,159069	0,0	1831.890015
wind17_35	-60870.5,0,161274	0,0	2056.199951
wind17_36	-58047.898438,0,161405	0,0	1701.040039
wind20_1	-62599.699219,0,128471	0,0	2018.819946
wind20_2	-62755.5,0,131057	0,0	576.3599854
wind20_3	-64453.398438,0,130138	0,0	498.473999
wind20_4	-63373.5,0,126371	0,0	1201.959961
wind20_5	-60387.800781,0,128435	0,0	1300
wind20_6	-61919.601563,0,124658	0,0	363.4700012
wind20_7	-61062.800781,0,123827	0,0	415.394989
wind20_8	-59881.601563,0,123918	0,0	441.3569946
wind20_9	-59310.398438,0,125073	0,0	389.4330139
wind20_10	-60024.398438,0,125969	0,0	454.3380127
wind20_11	-61530.199219,0,125735	0,0	428.3760071
wind20_12	-63035.898438,0,122194	0,0	1355.22998
wind20_13	-60746,0,121306	0,0	1401.959961
wind20_14	-58284.800781,0,121212	0,0	1464.27002
wind20_15	-55808,0,124889	0,0	1152.719971
wind20_16	-56976.300781,0,126026	0,0	919.0609741
wind20_17	-54219.101563,0,125605	0,0	965.7930298
wind20_18	-46874.5,0,132187	0,0	1051.469971
wind20_19	-46043.699219,0,131122	0,0	1064.449951
wind20_20	-45563.398438,0,132680	0,0	934.6380005
wind20_21	-52521.300781,0,131421	0,0	973.5809937
wind20_22	-52313.601563,0,130188	0,0	712.5200195
wind20_23	-50075.601563,0,133023	0,0	726.940979
wind20_24	-49133.199219,0,133147	0,0	752.9030151
wind20_25	-51262.398438,0,126038	0,0	999.5440063
wind20_26	-50882.398438,0,128347	0,0	468.7609863
wind20_27	-50152.199219,0,127571	0,0	450.7319946
wind20_28	-49340.898438,0,126931	0,0	396.6440125
wind20_29	-47529,0,127175	0,0	360.5859985
wind20_30	-47150.398438,0,127914	0,0	423.6879883
wind20_31	-50729.199219,0,130123	0,0	333.5419922
wind20_32	-50242.398438,0,130745	0,0	324.5270081
wind20_33	-49513.101563,0,130827	0,0	351.5710144
wind21_1	-21493.900391,0,190124	0,0	1215.030029
wind21_2	-20201,0,191230	0,0	1215.030029
wind21_3	-18970.400391,0,192398	0,0	1292.910034
wind21_4	-23113.900391,0,185341	0,0	1121.560059
wind21_5	-23113.900391,0,183581	0,0	1255.219971
wind21_6	-23394.300781,0,181836	0,0	1168.300049
wind21_7	-21587.300781,0,176680	0,0	1308.48999
wind21_8	-19827.099609,0,175512	0,0	1292.910034
wind21_9	-17864.400391,0,174297	0,0	1511
wind21_10	-15138.299805,0,173876	0,0	2071.780029
wind21_11	-8402.650391,0,178431	0,0	2056.199951
wind21_12	-7131.540039,0,181030	0,0	1813.199951
wind21_13	-10727.900391,0,191513	0,0	1973.949951
wind21_14	-8574.530273,0,189157	0,0	2489.870117
wind21_15	-7609.97998,0,186421	0,0	1794.5
wind21_16	-16337.799805,0,181089	0,0	1962.73999
wind21_17	-17802.099609,0,184142	0,0	1931.579956
wind21_18	-15746.200195,0,183911	0,0	1402.930054
wind21_19	-16063.900391,0,186734	0,0	1682.349976
wgu001_1	-98400.796875,0,175105	0,0	1557.72998
wgu001_2	-101114,0,175253	0,0	1505.800049
wgu001_3	-100364,0,173314	0,0	1557.72998
La30a_01	-4349.359863,0,133098	0,0	1007.789978
La30a_02	-2992.709961,0,133641	0,0	1007.789978
La30a_03	-4155.549805,0,134726	0,0	1046.560059
La30a_04	-2372.530029,0,135075	0,0	1007.789978
La30b_01	-8768.150391,0,139339	0,0	1007.789978
La30b_02	-7178.939941,0,138292	0,0	1201.599976
La30b_03	-6016.100098,0,139882	0,0	1085.319946
La30b_04	-5202.109863,0,138370	0,0	1200
La30a_05	-1558.540039,0,136587	0,0	1200
La30c_02	-234.317001,0,143699	0,0	1200
La30c_03	-1138.75,0,142827	0,0	1000
La30b_05	-4194.310059,0,139765	0,0	1046.560059
La30d_01	-8613.099609,0,143293	0,0	1200
La30d_02	-6558.75,0,143099	0,0	1395.410034
La30d_03	-5783.529785,0,144998	0,0	1395.410034
La30e_01	-5395.919922,0,148603	0,0	1434.170044
La30e_02	-2992.709961,0,148138	0,0	1395.410034
La30h_01	-2.9244,0,127883	0,0	995.9509888
La30h_03	-2936.939941,0,130628	0,0	1022.869995
La30h_04	-1725.650024,0,131005	0,0	1022.869995
La31a_01	-9289.599609,0,113365	0,0	1000
La31a_02	-8655.530273,0,114670	0,0	1009.409973
La31a_03	-8499.759766,0,116103	0,0	996.9470215
La31b_01	-3891.830078,0,107880	0,0	2000
La31b_02	-5984.950195,0,109694	0,0	1395.410034
La31b_03	-3984.860107,0,110904	0,0	1600
La31b_04	-1473.130005,0,109648	0,0	1600
La31c_01	-2876.360107,0,116243	0,0	1012.52002
La31c_02	-1380.930054,0,114966	0,0	1199.449951
La31c_03	-3156.75,0,114499	0,0	1012.52002
La31c_04	-5321.990234,0,116788	0,0	810.0200195
La31c_05	-5150.640137,0,115464	0,0	794.4420166
La31c_06	-4530.740234,0,114243	0,0	803.7890015
La31a_04	-7839.359863,0,113234	0,0	1009.409973
La31d_01	-12606,0,116505	0,0	1588.880005
La31e_01	-12587.299805,0,110897	0,0	1028.099976
La31e_02	-11091.900391,0,111308	0,0	800
La31e_03	-11895.700195,0,112262	0,0	800
La31e_04	-13129.400391,0,112430	0,0	803.7890015
La31e_05	-14232.299805,0,112897	0,0	598.1680298
La31f_01	-18644.300781,0,112871	0,0	1211.290039
La31f_02	-17388.099609,0,111480	0,0	1211.290039
La31f_03	-15952.5,0,109551	0,0	1400
La31f_04	-19294.800781,0,110964	0,0	1211.290039
La31g_01	-22188.400391,0,115517	0,0	1188.859985
La31g_02	-23467,0,113835	0,0	1400
La31g_03	-23265.099609,0,111547	0,0	1390.73999
La31g_04	-23534.300781,0,109214	0,0	1600
La31g_05	-21403.300781,0,108452	0,0	1435.599976
La31h_01	-17018.400391,0,116354	0,0	1196.339966
La31h_02	-16121.200195,0,117794	0,0	1009.409973
La31h_03	-18831.599609,0,116523	0,0	1009.409973
La31h_04	-19411.099609,0,117906	0,0	803.7890015
La31h_05	-18719.5,0,118990	0,0	598.1680298
La31h_06	-17298.800781,0,119177	0,0	579.4749756
La31i_01	-23265.400391,0,118680	0,0	1012.52002
La31i_02	-22031.699219,0,118456	0,0	605.6450195
La31i_03	-21067.099609,0,118456	0,0	605.6450195
La31i_04	-20349.300781,0,119173	0,0	605.6450195
La31i_05	-20461.5,0,120183	0,0	605.6450195
La31i_06	-21358.699219,0,120901	0,0	605.6450195
La31i_07	-23714,0,119959	0,0	807.5269775
La31i_08	-23400,0,121170	0,0	807.5269775
La31j_01	-15235,0,120631	0,0	1009.409973
La31j_02	-16603.300781,0,120676	0,0	605.6450195
La31j_03	-14943.400391,0,121820	0,0	600
La31j_04	-19025.900391,0,120990	0,0	600
La31j_05	-17881.900391,0,120901	0,0	600
La31k_01	-11417.099609,0,120156	0,0	807.5269775
La31k_02	-12143.900391,0,120937	0,0	800
La31k_03	-12547.700195,0,122013	0,0	800
La31l_01	-16935.199219,0,122686	0,0	807.5269775
La31l_02	-15858.5,0,123978	0,0	807.5269775
La31l_03	-16585.300781,0,125324	0,0	995.9500122
La31l_04	-17769.699219,0,124059	0,0	1000
La31k_04	-13032.200195,0,123225	0,0	800
La31k_05	-13678.200195,0,124247	0,0	807.5269775
La31k_06	-12009.299805,0,125728	0,0	807.5269775
La31k_07	-11336.400391,0,123574	0,0	1022.869995
La31k_08	-14270.400391,0,126266	0,0	807.5269775
La31m_01	-19923.099609,0,123278	0,0	1000
La31m_02	-21269,0,124517	0,0	1200
La31m_03	-22587.900391,0,123574	0,0	995.9500122
La31m_04	-21780.400391,0,125862	0,0	800
La31n_01	-31470.699219,0,118083	0,0	2400
La31n_02	-29015.800781,0,115241	0,0	2400
La31n_03	-27788.300781,0,119537	0,0	2390.280029
La31n_04	-26625.5,0,116953	0,0	1195.140015
La31o_01	-28832.800781,0,129146	0,0	2000
La31o_02	-26221.800781,0,130465	0,0	1600
La31o_03	-28455.900391,0,126078	0,0	1600
La31o_04	-26571.699219,0,127774	0,0	1399.709961
La31o_05	-24687.5,0,132107	0,0	1400
La31o_06	-27056.199219,0,124247	0,0	1400
La31p_01	-17096.699219,0,129012	0,0	1200
La31p_02	-18631,0,128204	0,0	995.9500122
La31p_03	-15750.900391,0,128339	0,0	807.5269775
La31p_04	-20676.800781,0,130196	0,0	1211.290039
La31p_05	-17904.300781,0,132592	0,0	995.9500122
La31p_06	-19142.5,0,133749	0,0	1200
La31p_07	-14916.400391,0,133076	0,0	995.9500122
La31p_08	-15158.700195,0,131704	0,0	995.9500122
La31p_09	-17715.800781,0,130223	0,0	807.5269775
La31p_10	-18900.199219,0,137518	0,0	1200
La31p_11	-20380.699219,0,136603	0,0	1022.869995
La31p_12	-21645.800781,0,135418	0,0	995.9500122
La31p_13	-17554.300781,0,136387	0,0	807.5269775
La31p_14	-23449.300781,0,127962	0,0	1022.869995
La31p_15	-19707.699219,0,127343	0,0	807.5269775
La31q_01	-7325.649902,0,119591	0,0	1588.140015
La31q_02	-3745.620117,0,119591	0,0	1200
La31q_03	-4257.049805,0,121179	0,0	995.9500122
La31q_04	-5118.410156,0,122955	0,0	1211.290039
La31q_05	-7460.240234,0,123601	0,0	1588.140015
La31r_01	-8698.450195,0,132538	0,0	1049.790039
La31r_02	-9855.900391,0,131031	0,0	1200
La31r_03	-7810.169922,0,130869	0,0	1200
La31s_01	-4903.069824,0,126993	0,0	1211.290039
La31s_02	-5333.75,0,128177	0,0	995.9500122
La31s_03	-6652.709961,0,127020	0,0	995.9500122
La31s_04	-9828.990234,0,127397	0,0	1399.709961
La31s_05	-11659.400391,0,128177	0,0	1022.869995
La32a_01	-1429.459961,0,152841	0,0	1388.949951
La32a_02	-298.919006,0,151064	0,0	1388.949951
La32d_04	-880.338989,0,157234	0,0	1421.25
La32f_01	-589.629028,0,162660	0,0	1600
La32f_02	-72.811501,0,164695	0,0	1195.140015
La32f_03	-137.414001,0,160722	0,0	1000
wind21B01	-15503.200195,0,183930	0,0	1028.099976
wind21B02	-7783.049805,0,189818	0,0	1009.409973
wind16_21	-93422.898438,0,124997	0,0	2545.219971
wind16_22	-90872.296875,0,127509	0,0	1953.569946
wind16_23	-89508,0,123951	0,0	2093.110107
wind20B01	-57094.601563,0,123160	0,0	915.9450073
MQ019_01	-92376.296875,0,298958	0,0	807.5269775
MQ019_02	-93190.296875,0,304346	0,0	807.5269775
MQ019_03	-90244.5,0,302059	0,0	1668.890015
MQ019_04	-92531.398438,0,303609	0,0	1668.890015
MQ019_05	-92066.203125,0,299888	0,0	1674.48999
e198_1	-46522.199219,0,296128	0,0	810.0200195
sil03_10	-79525,0,305825	0,0	2016.390015
sil03_11	-75950,0,306550	0,0	2939.399902
sil03_12	-83250,0,301600	0,0	2390.280029
sil12_21	-2172.379883,0,269738	0,0	3036.300049
sil12_22	-7211.359863,0,272419	0,0	2874.800049
sil12_23	-10796.900391,0,274906	0,0	2034.969971
sil12_24	-5983.910156,0,281205	0,0	3068.600098
sil12_25	-837.369995,0,278137	0,0	3068.600098
sil14_15	-32342,0,306690	0,0	1137.140015
sil14_16	-33214.101563,0,300101	0,0	1311.089966
sil14_17	-31405.300781,0,298615	0,0	1363.01001
sil14_18	-33407.898438,0,298034	0,0	1168.300049
sil14_19	-39577.398438,0,297872	0,0	1386.380005
sil14_20	-40772.601563,0,299875	0,0	1433.109985
sil14_21	-38640.699219,0,300101	0,0	1225.98999
sil14_22	-37833.199219,0,301619	0,0	1027.670044
sil14_23	-46554.5,0,295999	0,0	2000.119995
sil14_24	-41063.300781,0,291961	0,0	1869.280029
sil14_25	-44099.601563,0,293318	0,0	2507.939941
sil14_26	-43033.699219,0,296257	0,0	2040.630005
sil14_27	-47899.5,0,289449	0,0	2018.819946
sil14_28	-46651.398438,0,286341	0,0	2009.469971
sil14_29	-44584.101563,0,288279	0,0	1925.349976
sil14_30	-33827.800781,0,292478	0,0	1620.040039
sil14_31	-32568.099609,0,294674	0,0	1729.079956
sil14_32	-33763.199219,0,289991	0,0	1869.27002
sil14_33	-37671.699219,0,281818	0,0	1544.75
sil14_34	-34926.101563,0,281043	0,0	1531.77002
sil14_35	-36670.300781,0,279622	0,0	1570.709961
sil14_36	-35765.898438,0,283466	0,0	1395.469971
sil15_1	-8193.030273,0,262906	0,0	3293.159912
sil15_2	-4502,0,260367	0,0	3604.800049
sil15_3	-2957.26001,0,255813	0,0	3566.040039
sil15_4	-6776.529785,0,253327	0,0	2930.350098
sil15_5	-12161,0,249107	0,0	2648.689941
sil15_6	-13514,0,247059	0,0	1701.040039
sil15_7	-18613.199219,0,243428	0,0	2539.100098
sil15_8	-20198.900391,0,240677	0,0	2018.819946
sil15_9	-15978.5,0,244226	0,0	1573.310059
sil15_10	-16827.300781,0,236736	0,0	2041.25
sil15_11	-15077.700195,0,238486	0,0	2087.360107
sil15_12	-12587.799805,0,241290	0,0	1570.709961
sil15_13	-12161.599609,0,238777	0,0	2149.659912
sil15_14	-6646.529785,0,239133	0,0	1929.089966
sil15_15	-3772.320068,0,241110	0,0	2504.830078
sil15_16	-7809.950195,0,242591	0,0	2430.060059
sil15_17	-5454.660156,0,244654	0,0	2072.649902
sil15_18	-1218.160034,0,247208	0,0	2422.580078
sil16_1	-28809.199219,0,241600	0,0	2512.300049
sil16_2	-25893.599609,0,241327	0,0	2063.679932
sil16_3	-32126.400391,0,242536	0,0	2367.75
sil16_4	-29196.099609,0,244722	0,0	1661.579956
sil16_5	-34753.699219,0,251851	0,0	2624.459961
sil16_6	-38746.5,0,252389	0,0	2108.540039
sil16_7	-37266,0,248778	0,0	2198.27002
sil16_8	-36884.699219,0,245480	0,0	2243.129883
sil16_9	-39808.300781,0,247555	0,0	2102.929932
sil16_10	-39770.898438,0,244321	0,0	2056.199951
sil16_11	-37019.300781,0,243165	0,0	1744.650024
sil16_12	-49397.398438,0,248968	0,0	2000.119995
sil16_13	-47233.199219,0,251649	0,0	3215.149902
sil16_14	-43911.5,0,252509	0,0	2579.600098
sil16_15	-45660.800781,0,247875	0,0	2377.719971
sil16_16	-49902.800781,0,254546	0,0	2616.97998
sil16_17	-54382.101563,0,246421	0,0	1816.930054
sil16_18	-47305.199219,0,241722	0,0	2310.419922
sil16_19	-50034.300781,0,240264	0,0	2018.810059
sil16_20	-51864.800781,0,241442	0,0	1573.300049
sil16_21	-51423.601563,0,238041	0,0	1615.050049
sil16_22	-48601.5,0,234531	0,0	1704.780029
sil16_23	-39600.199219,0,233904	0,0	3230.100098
sil16_24	-36459.898438,0,236304	0,0	2848.77002
sil16_25	-40412.199219,0,231455	0,0	2467.439941
sil16_26	-40579.199219,0,238114	0,0	2261.820068
sil16_27	-42511.800781,0,235950	0,0	2504.820068
sil16_28	-47099.800781,0,233366	0,0	1744.650024
sil16_29	-46419.300781,0,230741	0,0	1682.339966
sil16_30	-44544.699219,0,225560	0,0	2018.810059
sil16_31	-46289.800781,0,228412	0,0	2041.25
sil16_32	-47614.601563,0,226071	0,0	2086.110107
sil16_33	-41134.601563,0,206860	0,0	2530.25
sil16_34	-49847.300781,0,223932	0,0	2093.580078
sil16_35	-44778.101563,0,207558	0,0	1510.98999
sil16_36	-45630.898438,0,209574	0,0	1448.689941
sil16_37	-51832.699219,0,219845	0,0	2093.580078
sil16_38	-50824.898438,0,216667	0,0	2000.119995
sil16_39	-53809.5,0,217132	0,0	1962.72998
sil17_1	-85555,0,298182	0,0	2584.080078
sil17_2	-85440.203125,0,292715	0,0	2503.330078
sil17_3	-82871.898438,0,295284	0,0	2503.330078
sil17_4	-76291.101563,0,298957	0,0	2530.23999
sil17_5	-72066.101563,0,297368	0,0	2826.340088
sil17_6	-74934.398438,0,294500	0,0	2422.580078
sil17_7	-91020.398438,0,296399	0,0	2018.810059
sil17_8	-81086.601563,0,290762	0,0	3122.429932
sil17_9	-63783.5,0,255262	0,0	2153.399902
sil17_10	-71239.601563,0,286699	0,0	3445.439941
sil17_11	-70399.296875,0,291515	0,0	2287.98999
sil17_12	-74740.601563,0,291476	0,0	1507.380005
sil17_13	-75787.203125,0,284887	0,0	2602.02002
sil17_14	-68406.203125,0,282306	0,0	2489.870117
sil17_15	-67568.898438,0,274539	0,0	2777.889893
sil17_16	-70499.296875,0,279190	0,0	2430.050049
sil17_17	-74186.703125,0,281743	0,0	2220.689941
sil17_18	-72177.296875,0,275849	0,0	2287.98999
sil17_19	-77458.5,0,269886	0,0	2745.580078
sil17_20	-76999.898438,0,264998	0,0	2907.090088
sil17_21	-73115.101563,0,266471	0,0	3068.590088
sil17_22	-70569.796875,0,262721	0,0	2422.570068
sil17_23	-64974.601563,0,268081	0,0	2131.870117
sil17_24	-59192.699219,0,259973	0,0	2108.540039
sil17_25	-57576.601563,0,249592	0,0	1701.040039
sil17_26	-54205.699219,0,252609	0,0	1570.189941
sil17_27	-55865.601563,0,254314	0,0	1390.73999
sil17_28	-61997.300781,0,252003	0,0	2454.870117
sil19_13	-101687,0,266073	0,0	2411.360107
sil19_14	-99855.296875,0,269232	0,0	1944.040039
sil19_18	-101835,0,283104	0,0	2448.73999
sil19_20	-97668.203125,0,279345	0,0	2112.27002
sil19_21	-100778,0,276116	0,0	1999.079956
sil19_22	-97849.296875,0,275283	0,0	1908.209961
sil19_23	-99082.703125,0,283763	0,0	2009.459961
sil19_24	-92314.203125,0,278074	0,0	2205.73999
sil19_25	-85244.101563,0,277143	0,0	2512.300049
sil19_26	-87848.898438,0,281236	0,0	3014.76001
sil19_27	-88825.601563,0,285934	0,0	2557.159912
sil19_28	-89709.398438,0,277376	0,0	2287.97998
sil19_29	-93417.5,0,264343	0,0	1884.219971
sil19_30	-91833.203125,0,270711	0,0	1719.72998
sil19_31	-94404.601563,0,270394	0,0	1600
sil19_32	-89725,0,269050	0,0	1929.079956
sil19_33	-84900,0,264450	0,0	2180.810059
sil19_34	-83647.5,0,267061	0,0	1466.859985
