tid	Description	Upper_Body	Lower_Body	Weapon	Shield	Head	Ring	Necklace	Shoes	Gloves	Refined	Gacha	Type	PointType	Item_Level_Min	Item_Level_Max	Level_limit	Rank_Min	Rank_Max	Probability	Skill_level	Skill_id	ATK_Range_bonus	ATK_Speed_bonus	Movement_Run_bonus	PhysicalDamage	PhysicalAttackResist	SkillBlockRate	MagicDamage	WaterDamage	FireDamage	EarthDamage	AirDamage	PoisonDamage	IceDamage	LinghtningDamage	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Hp_Bonus_Point	Mp_Bonus_Point	Hp_Bonus_Percent	Mp_Bonus_Percent	Str_Bonus_Point	Dex_Bonus_Point	Int_Bonus_Point	Con_Bonus_Point	Wis_Bonus_Point	PhysicalRank	skill_type	duration	skill_rate	Critical	stun_time	damage_convert_hp	regen_hp	regen_mp	dot_damage_time	skill_cast	skill_delay	skill_levelup	bonus_exp	bonus_money	bonus_drop_rate	evade_rate	dodge_rate	visible	Level_min	Level_max	Link_id	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point	Ignore_Physical_Defense_Rate	Ignore_Attribute_Defense_Rate	Critical_Defense_Rate	ReinforcementRate	Ignore_PhysicalAttackResist	Ignore_BlockRate	Ignore_SkillBlockRate	Ignore_EvadeRate	Ignore_DodgeRate	Ignore_CriticalDefenseRate	Ignore_StunDefenseRate	Add_Debuff_Duration
5773	Bonus Gold +23%												28																																																																			23				¡Û	95	99	512															
5774	Bonus Gold +24%												28																																																																			24				¡Û	100	120	512															
5775	Bonus Gold +25%												28																																																																			25				¡Û																		
5776	Bonus Gold +26%												28																																																																			26				¡Û																		
5777	Bonus Gold +27%												28																																																																			27				¡Û																		
5778	Bonus Gold +28%												28																																																																			28				¡Û																		
5779	Bonus Gold +29%												28																																																																			29				¡Û																		
5780	Bonus Gold +30%												28																																																																			30				¡Û																		
5781	Bonus drop rate +1%									O			29				1	3	4	120																																																													1			¡Û																		
5782	Bonus drop rate +2%									O			29				1	3	4	115																																																													2			¡Û																		
5783	Bonus drop rate +3%									O			29				1	3	4	110																																																													3			¡Û																		
5784	Bonus drop rate +4%									O			29				1	4	4	240																																																													4			¡Û	1	4	505															
5785	Bonus drop rate +5%									O			29				1	4	4	230																																																													5			¡Û	5	9	505															
5786	Bonus drop rate +6%									O			29				1	4	4	220																																																													6			¡Û	10	14	505															
5787	Bonus drop rate +7%												29																																																																				7			¡Û	15	19	505															
5788	Bonus drop rate +8%												29																																																																				8			¡Û	20	24	505															
5789	Bonus drop rate +9%												29																																																																				9			¡Û	25	29	505															
5790	Bonus drop rate +10%												29																																																																				10			¡Û	30	34	505															
5791	Bonus drop rate +11%												29																																																																				11			¡Û	35	39	505															
5792	Bonus drop rate +12%												29																																																																				12			¡Û	40	44	505															
5793	Bonus drop rate +13%												29																																																																				13			¡Û	45	49	505															
5794	Bonus drop rate +14%												29																																																																				14			¡Û	50	54	505															
5795	Bonus drop rate +15%												29																																																																				15			¡Û	55	59	505															
5796	Bonus drop rate +16%												29																																																																				16			¡Û	60	64	505															
5797	Bonus drop rate +17%												29																																																																				17			¡Û	65	69	505															
5798	Bonus drop rate +18%												29																																																																				18			¡Û	70	74	505															
5799	Bonus drop rate +19%												29																																																																				19			¡Û	75	79	505															
5800	Bonus drop rate +20%												29																																																																				20			¡Û	80	84	505															
5801	Bonus drop rate +21%												29																																																																				21			¡Û	85	89	505															
5802	Bonus drop rate +22%												29																																																																				22			¡Û	90	94	505															
5803	Bonus drop rate +23%												29																																																																				23			¡Û	95	99	505															
5804	Bonus drop rate +24%												29																																																																				24			¡Û	100	120	505															
5805	Bonus drop rate +25%												29																																																																				25			¡Û																		
5806	Bonus drop rate +26%												29																																																																				26			¡Û																		
5807	Bonus drop rate +27%												29																																																																				27			¡Û																		
5808	Bonus drop rate +28%												29																																																																				28			¡Û																		
5809	Bonus drop rate +29%												29																																																																				29			¡Û																		
5810	Bonus drop rate +30%												29																																																																				30			¡Û																		
5811	Reduces skill cast time by 1%									O			30				1	3	4	120																																																								1								¡Û																		
5812	Reduces skill cast time by 2%									O			30				1	3	4	115																																																								2								¡Û																		
5813	Reduces skill cast time by 3%									O			30				1	3	4	110																																																								3								¡Û																		
5814	Reduces skill cast time by 4%									O			30				1	4	4	240																																																								4								¡Û	1	9	507															
5815	Reduces skill cast time by 5%									O			30				1	4	4	230																																																								5								¡Û	10	19	507															
5816	Reduces skill cast time by 6%									O			30				1	4	4	220																																																								6								¡Û	20	29	507															
5817	Reduces skill cast time by 7%												30																																																															7								¡Û	30	39	507															
5818	Reduces skill cast time by 8%												30																																																															8								¡Û	40	49	507															
5819	Reduces skill cast time by 9%												30																																																															9								¡Û	50	59	507															
5820	Reduces skill cast time by 10%												30																																																															10								¡Û	60	69	507															
5821	Reduces skill cast time by 11%												30																																																															11								¡Û	70	79	507															
5822	Reduces skill cast time by 12%												30																																																															12								¡Û	80	89	507															
5823	Reduces skill cast time by 13%												30																																																															13								¡Û	90	99	507															
5824	Reduces skill cast time by 14%												30																																																															14								¡Û	100	109	507															
5825	Reduces skill cast time by 15%												30																																																															15								¡Û	110	120	507															
5826	Reduces skill cast time by 16%												30																																																															16								¡Û																		
5827	Reduces skill cast time by 17%												30																																																															17								¡Û																		
5828	Reduces skill cast time by 18%												30																																																															18								¡Û																		
5829	Reduces skill cast time by 19%												30																																																															19								¡Û																		
5830	Reduces skill cast time by 20%												30																																																															20								¡Û																		
5831	Reduces skill cast time by 21%												30																																																															21								¡Û																		
5832	Reduces skill cast time by 22%												30																																																															22								¡Û																		
5833	Reduces skill cast time by 23%												30																																																															23								¡Û																		
5834	Reduces skill cast time by 24%												30																																																															24								¡Û																		
5835	Reduces skill cast time by 25%												30																																																															25								¡Û																		
5836	Reduces skill cast time by 26%												30																																																															26								¡Û																		
5837	E Reduces skill cast time by 10%												140		52	90		4	4	400																																																								10								¡Û																		
5838	E Reduces skill cast time by 11%												140		76	90		4	4	300																																																								11								¡Û																		
5839	E Reduces skill cast time by 12%												140		76	90		4	4	200																																																								12								¡Û																		
5840	E Reduces skill cast time by 13%												140		76	90		4	4	100																																																								13								¡Û																		
5841	Reduces skill cooldown time by 1%					O							31				1	3	4	120																																																									1							¡Û																		
5842	Reduces skill cooldown time by 2%					O							31				1	3	4	115																																																									2							¡Û																		
5843	Reduces skill cooldown time by 3%					O							31				1	3	4	110																																																									3							¡Û																		
5844	Reduces skill cooldown time by 4%					O							31				1	4	4	240																																																									4							¡Û																		
5845	Reduces skill cooldown time by 5%					O							31				1	4	4	230																																																									5							¡Û																		
5846	Reduces skill cooldown time by 6%					O							31				1	4	4	220																																																									6							¡Û																		
5847	Reduces skill cooldown time by 7%												31																																																																7							¡Û																		
5848	Reduces skill cooldown time by 8%												31																																																																8							¡Û																		
5849	Reduces skill cooldown time by 9%												31																																																																9							¡Û																		
5850	Reduces skill cooldown time by 10%												31																																																																10							¡Û																		
5851	Reduces skill cooldown time by 11%												31																																																																11							¡Û																		
5852	Reduces skill cooldown time by 12%												31																																																																12							¡Û																		
5853	Reduces skill cooldown time by 13%												31																																																																13							¡Û																		
5854	Reduces skill cooldown time by 14%												31																																																																14							¡Û																		
5855	Reduces skill cooldown time by 15%												31																																																																15							¡Û																		
5856	Reduces skill cooldown time by 16%												31																																																																16							¡Û																		
5857	Reduces skill cooldown time by 17%												31																																																																17							¡Û																		
5858	Reduces skill cooldown time by 18%												31																																																																18							¡Û																		
5859	Reduces skill cooldown time by 19%												31																																																																19							¡Û																		
5860	Reduces skill cooldown time by 20%												31																																																																20							¡Û																		
5861	Reduces skill cooldown time by 21%												31																																																																21							¡Û																		
5862	Reduces skill cooldown time by 22%												31																																																																22							¡Û																		
5863	Reduces skill cooldown time by 23%												31																																																																23							¡Û																		
5864	Reduces skill cooldown time by 24%												31																																																																24							¡Û																		
5865	Reduces skill cooldown time by 25%												31																																																																25							¡Û																		
5866	Reduces skill cooldown time by 26%												31																																																																26							¡Û																		
5867	Reduces skill cooldown time by 27%												31																																																																27							¡Û																		
5868	Reduces skill cooldown time by 28%												31																																																																28							¡Û																		
5869	Reduces skill cooldown time by 29%												31																																																																29							¡Û																		
5870	Reduces skill cooldown time by 30%												31																																																																30							¡Û																		
5871	Ice Damage +1												32																						1																																																	¡Û																		
5872	Ice Damage +2												32																						2																																																	¡Û																		
5873	Ice Damage +3												32																						3																																																	¡Û																		
5874	Ice Damage +4												32																						4																																																	¡Û																		
5875	Ice Damage +5												32																						5																																																	¡Û																		
5876	Ice Damage +6												32																						6																																																	¡Û																		
5877	Ice Damage +7												32																						7																																																	¡Û																		
5878	Ice Damage +8												32																						8																																																	¡Û																		
5879	Ice Damage +9												32																						9																																																	¡Û																		
5880	Ice Damage +10												32																						10																																																	¡Û																		
5881	Ice Damage +11												32																						11																																																	¡Û																		
5882	Ice Damage +12												32																						12																																																	¡Û																		
5883	Ice Damage +13												32																						13																																																	¡Û																		
5884	Ice Damage +14												32																						14																																																	¡Û																		
5885	Ice Damage +15												32																						15																																																	¡Û																		
5886	Ice Damage +16												32																						16																																																	¡Û																		
5887	Ice Damage +17												32																						17																																																	¡Û																		
5888	Ice Damage +18												32																						18																																																	¡Û																		
5889	Ice Damage +19												32																						19																																																	¡Û																		
5890	Ice Damage +20												32																						20																																																	¡Û																		
5891	Ice Damage +21												32																						21																																																	¡Û																		
5892	Ice Damage +22												32																						22																																																	¡Û																		
5893	Ice Damage +23												32																						23																																																	¡Û																		
5894	Ice Damage +24												32																						24																																																	¡Û																		
5895	Ice Damage +25												32																						25																																																	¡Û																		
5896	Ice Damage +26												32																						26																																																	¡Û																		
5897	Ice Damage +27												32																						27																																																	¡Û																		
5898	Ice Damage +28												32																						28																																																	¡Û																		
5899	Ice Damage +29												32																						29																																																	¡Û																		
5900	Ice Damage +30												32																						30																																																	¡Û																		
5901	Lightning Damage +1												43																							1																																																¡Û																		
5902	Lightning Damage +2												43																							2																																																¡Û																		
5903	Lightning Damage +3												43																							3																																																¡Û																		
5904	Lightning Damage +4												43																							4																																																¡Û																		
5905	Lightning Damage +5												43																							5																																																¡Û																		
5906	Lightning Damage +6												43																							6																																																¡Û																		
5907	Lightning Damage +7												43																							7																																																¡Û																		
5908	Lightning Damage +8												43																							8																																																¡Û																		
5909	Lightning Damage +9												43																							9																																																¡Û																		
5910	Lightning Damage +10												43																							10																																																¡Û																		
5911	Lightning Damage +11												43																							11																																																¡Û																		
5912	Lightning Damage +12												43																							12																																																¡Û																		
5913	Lightning Damage +13												43																							13																																																¡Û																		
5914	Lightning Damage +14												43																							14																																																¡Û																		
5915	Lightning Damage +15												43																							15																																																¡Û																		
5916	Lightning Damage +16												43																							16																																																¡Û																		
5917	Lightning Damage +17												43																							17																																																¡Û																		
5918	Lightning Damage +18												43																							18																																																¡Û																		
5919	Lightning Damage +19												43																							19																																																¡Û																		
5920	Lightning Damage +20												43																							20																																																¡Û																		
5921	Lightning Damage +21												43																							21																																																¡Û																		
5922	Lightning Damage +22												43																							22																																																¡Û																		
5923	Lightning Damage +23												43																							23																																																¡Û																		
5924	Lightning Damage +24												43																							24																																																¡Û																		
5925	Lightning Damage +25												43																							25																																																¡Û																		
5926	Lightning Damage +26												43																							26																																																¡Û																		
5927	Lightning Damage +27												43																							27																																																¡Û																		
5928	Lightning Damage +28												43																							28																																																¡Û																		
5929	Lightning Damage +29												43																							29																																																¡Û																		
5930	Lightning Damage +30												43																							30																																																¡Û																		
5931	Poison Damage +1												44																					1																																																		¡Û																		
5932	Poison Damage +2												44																					2																																																		¡Û																		
5933	Poison Damage +3												44																					3																																																		¡Û																		
5934	Poison Damage +4												44																					4																																																		¡Û																		
5935	Poison Damage +5												44																					5																																																		¡Û																		
5936	Poison Damage +6												44																					6																																																		¡Û																		
5937	Poison Damage +7												44																					7																																																		¡Û																		
5938	Poison Damage +8												44																					8																																																		¡Û																		
5939	Poison Damage +9												44																					9																																																		¡Û																		
5940	Poison Damage +10												44																					10																																																		¡Û																		
5941	Poison Damage +11												44																					11																																																		¡Û																		
5942	Poison Damage +12												44																					12																																																		¡Û																		
5943	Poison Damage +13												44																					13																																																		¡Û																		
5944	Poison Damage +14												44																					14																																																		¡Û																		
5945	Poison Damage +15												44																					15																																																		¡Û																		
5946	Poison Damage +16												44																					16																																																		¡Û																		
5947	Poison Damage +17												44																					17																																																		¡Û																		
5948	Poison Damage +18												44																					18																																																		¡Û																		
5949	Poison Damage +19												44																					19																																																		¡Û																		
5950	Poison Damage +20												44																					20																																																		¡Û																		
5951	Poison Damage +21												44																					21																																																		¡Û																		
5952	Poison Damage +22												44																					22																																																		¡Û																		
5953	Poison Damage +23												44																					23																																																		¡Û																		
5954	Poison Damage +24												44																					24																																																		¡Û																		
5955	Poison Damage +25												44																					25																																																		¡Û																		
5956	Poison Damage +26												44																					26																																																		¡Û																		
5957	Poison Damage +27												44																					27																																																		¡Û																		
5958	Poison Damage +28												44																					28																																																		¡Û																		
5959	Poison Damage +29												44																					29																																																		¡Û																		
5960	Poison Damage +30												44																					30																																																		¡Û																		
5961	Ice Resistance +1%												45																																										1																													¡Û																		
5962	Ice Resistance +2%												45																																										2																													¡Û																		
5963	Ice Resistance +3%												45																																										3																													¡Û																		
5964	Ice Resistance +4%												45																																										4																													¡Û																		
5965	Ice Resistance +5%												45																																										5																													¡Û																		
5966	Ice Resistance +6%												45																																										6																													¡Û																		
5967	Ice Resistance +7%												45																																										7																													¡Û																		
5968	Ice Resistance +8%												45																																										8																													¡Û																		
5969	Ice Resistance +9%												45																																										9																													¡Û																		
5970	Ice Resistance +10%												45																																										10																													¡Û																		
5971	Ice Resistance +11%												45																																										11																													¡Û																		
5972	Ice Resistance +12%												45																																										12																													¡Û																		
5973	Ice Resistance +13%												45																																										13																													¡Û																		
5974	Ice Resistance +14%												45																																										14																													¡Û																		
5975	Ice Resistance +15%												45																																										15																													¡Û																		
5976	Ice Resistance +16%												45																																										16																													¡Û																		
5977	Ice Resistance +17%												45																																										17																													¡Û																		
5978	Ice Resistance +18%												45																																										18																													¡Û																		
5979	Ice Resistance +19%												45																																										19																													¡Û																		
5980	Ice Resistance +20%												45																																										20																													¡Û																		
5981	Ice Resistance +21%												45																																										21																													¡Û																		
5982	Ice Resistance +22%												45																																										22																													¡Û																		
5983	Ice Resistance +23%												45																																										23																													¡Û																		
5984	Ice Resistance +24%												45																																										24																													¡Û																		
5985	Ice Resistance +25%												45																																										25																													¡Û																		
5986	Ice Resistance +26%												45																																										26																													¡Û																		
5987	Ice Resistance +27%												45																																										27																													¡Û																		
5988	Ice Resistance +28%												45																																										28																													¡Û																		
5989	Ice Resistance +29%												45																																										29																													¡Û																		
5990	Ice Resistance +30%												45																																										30																													¡Û																		
5991	Lightning Resistance +1%												46																																											1																												¡Û																		
5992	Lightning Resistance +2%												46																																											2																												¡Û																		
5993	Lightning Resistance +3%												46																																											3																												¡Û																		
5994	Lightning Resistance +4%												46																																											4																												¡Û																		
5995	Lightning Resistance +5%												46																																											5																												¡Û																		
5996	Lightning Resistance +6%												46																																											6																												¡Û																		
5997	Lightning Resistance +7%												46																																											7																												¡Û																		
5998	Lightning Resistance +8%												46																																											8																												¡Û																		
5999	Lightning Resistance +9%												46																																											9																												¡Û																		
6000	Lightning Resistance +10%												46																																											10																												¡Û																		
6001	Lightning Resistance +11%												46																																											11																												¡Û																		
6002	Lightning Resistance +12%												46																																											12																												¡Û																		
6003	Lightning Resistance +13%												46																																											13																												¡Û																		
6004	Lightning Resistance +14%												46																																											14																												¡Û																		
6005	Lightning Resistance +15%												46																																											15																												¡Û																		
6006	Lightning Resistance +16%												46																																											16																												¡Û																		
6007	Lightning Resistance +17%												46																																											17																												¡Û																		
6008	Lightning Resistance +18%												46																																											18																												¡Û																		
6009	Lightning Resistance +19%												46																																											19																												¡Û																		
6010	Lightning Resistance +20%												46																																											20																												¡Û																		
6011	Lightning Resistance +21%												46																																											21																												¡Û																		
6012	Lightning Resistance +22%												46																																											22																												¡Û																		
6013	Lightning Resistance +23%												46																																											23																												¡Û																		
6014	Lightning Resistance +24%												46																																											24																												¡Û																		
6015	Lightning Resistance +25%												46																																											25																												¡Û																		
6016	Lightning Resistance +26%												46																																											26																												¡Û																		
6017	Lightning Resistance +27%												46																																											27																												¡Û																		
6018	Lightning Resistance +28%												46																																											28																												¡Û																		
6019	Lightning Resistance +29%												46																																											29																												¡Û																		
6020	Lightning Resistance +30%												46																																											30																												¡Û																		
6021	Poison Resistance +1%												47																																									1																														¡Û																		
6022	Poison Resistance +2%												47																																									2																														¡Û																		
6023	Poison Resistance +3%												47																																									3																														¡Û																		
6024	Poison Resistance +4%												47																																									4																														¡Û																		
6025	Poison Resistance +5%												47																																									5																														¡Û																		
6026	Poison Resistance +6%												47																																									6																														¡Û																		
6027	Poison Resistance +7%												47																																									7																														¡Û																		
6028	Poison Resistance +8%												47																																									8																														¡Û																		
6029	Poison Resistance +9%												47																																									9																														¡Û																		
6030	Poison Resistance +10%												47																																									10																														¡Û																		
6031	Poison Resistance +11%												47																																									11																														¡Û																		
6032	Poison Resistance +12%												47																																									12																														¡Û																		
6033	Poison Resistance +13%												47																																									13																														¡Û																		
6034	Poison Resistance +14%												47																																									14																														¡Û																		
6035	Poison Resistance +15%												47																																									15																														¡Û																		
6036	Poison Resistance +16%												47																																									16																														¡Û																		
6037	Poison Resistance +17%												47																																									17																														¡Û																		
6038	Poison Resistance +18%												47																																									18																														¡Û																		
6039	Poison Resistance +19%												47																																									19																														¡Û																		
6040	Poison Resistance +20%												47																																									20																														¡Û																		
6041	Poison Resistance +21%												47																																									21																														¡Û																		
6042	Poison Resistance +22%												47																																									22																														¡Û																		
6043	Poison Resistance +23%												47																																									23																														¡Û																		
6044	Poison Resistance +24%												47																																									24																														¡Û																		
6045	Poison Resistance +25%												47																																									25																														¡Û																		
6046	Poison Resistance +26%												47																																									26																														¡Û																		
6047	Poison Resistance +27%												47																																									27																														¡Û																		
6048	Poison Resistance +28%												47																																									28																														¡Û																		
6049	Poison Resistance +29%												47																																									29																														¡Û																		
6050	Poison Resistance +30%												47																																									30																														¡Û																		
6051	Fire Damage +1												48																		1																																																					¡Û																		
6052	Fire Damage +2												48																		2																																																					¡Û																		
6053	Fire Damage +3												48																		3																																																					¡Û																		
6054	Fire Damage +4												48																		4																																																					¡Û																		
6055	Fire Damage +5												48																		5																																																					¡Û																		
6056	Fire Damage +6												48																		6																																																					¡Û																		
6057	Fire Damage +7												48																		7																																																					¡Û																		
6058	Fire Damage +8												48																		8																																																					¡Û																		
6059	Fire Damage +9												48																		9																																																					¡Û																		
6060	Fire Damage +10												48																		10																																																					¡Û																		
6061	Fire Damage +11												48																		11																																																					¡Û																		
6062	Fire Damage +12												48																		12																																																					¡Û																		
6063	Fire Damage +13												48																		13																																																					¡Û																		
6064	Fire Damage +14												48																		14																																																					¡Û																		
6065	Fire Damage +15												48																		15																																																					¡Û																		
6066	Fire Damage +16												48																		16																																																					¡Û																		
6067	Fire Damage +17												48																		17																																																					¡Û																		
6068	Fire Damage +18												48																		18																																																					¡Û																		
6069	Fire Damage +19												48																		19																																																					¡Û																		
6070	Fire Damage +20												48																		20																																																					¡Û																		
6071	Fire Damage +21												48																		21																																																					¡Û																		
6072	Fire Damage +22												48																		22																																																					¡Û																		
6073	Fire Damage +23												48																		23																																																					¡Û																		
6074	Fire Damage +24												48																		24																																																					¡Û																		
6075	Fire Damage +25												48																		25																																																					¡Û																		
6076	Fire Damage +26												48																		26																																																					¡Û																		
6077	Fire Damage +27												48																		27																																																					¡Û																		
6078	Fire Damage +28												48																		28																																																					¡Û																		
6079	Fire Damage +29												48																		29																																																					¡Û																		
6080	Fire Damage +30												48																		30																																																					¡Û																		
6081	Earth Damage +1												49																			1																																																				¡Û																		
6082	Earth Damage +2												49																			2																																																				¡Û																		
6083	Earth Damage +3												49																			3																																																				¡Û																		
6084	Earth Damage +4												49																			4																																																				¡Û																		
6085	Earth Damage +5												49																			5																																																				¡Û																		
6086	Earth Damage +6												49																			6																																																				¡Û																		
6087	Earth Damage +7												49																			7																																																				¡Û																		
6088	Earth Damage +8												49																			8																																																				¡Û																		
6089	Earth Damage +9												49																			9																																																				¡Û																		
6090	Earth Damage +10												49																			10																																																				¡Û																		
6091	Earth Damage +11												49																			11																																																				¡Û																		
6092	Earth Damage +12												49																			12																																																				¡Û																		
6093	Earth Damage +13												49																			13																																																				¡Û																		
6094	Earth Damage +14												49																			14																																																				¡Û																		
6095	Earth Damage +15												49																			15																																																				¡Û																		
6096	Earth Damage +16												49																			16																																																				¡Û																		
6097	Earth Damage +17												49																			17																																																				¡Û																		
6098	Earth Damage +18												49																			18																																																				¡Û																		
6099	Earth Damage +19												49																			19																																																				¡Û																		
