GroupName	Name	TotalMobCount	Spawntime	MobTID	MobLV	Rate	MaxMobCount	MobAITID	SiegeWarType	IsBoss
epw006	epw006_29	1	180	1990	106	10000	0	19901	0	0
epw006	epw006_30	1	180	1991	103	10000	0	19911	0	0
epw006	epw006_31	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_32	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_33	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_34	2	180	1991	103	10000	0	19911	0	0
epw006	epw006_35	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_36	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_37	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_38	2	180	1991	103	10000	0	19911	0	0
epw006	epw006_39	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_40	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_41	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_42	2	180	1991	103	10000	0	19911	0	0
epw006	epw006_43	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_44	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_45	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_46	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_47	2	180	1989	105	10000	0	19891	0	0
epw006	epw006_48	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_49	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_50	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_51	2	180	1989	105	10000	0	19891	0	0
epw006	epw006_52	1	180	1983	108	10000	0	19832	0	0
epw006	epw006_53	2	180	1990	106	10000	0	19901	0	0
epw006	epw006_54	1	180	1984	109	10000	0	19841	0	0
epw006	epw006_55	2	180	1989	105	10000	0	19891	0	0
epw006	epw006_56	1	180	1984	109	10000	0	19842	0	0
epw006	epw006_57	2	180	1989	105	10000	0	19891	0	0
epw008	epw008_01	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_02	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_03	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_04	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_05	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_06	1	900	1982	110	10000	0	19821	0	0
epw008	epw008_07	1	900	1982	110	10000	0	19821	0	0
ET001	ET001_01	1	15	1367	1	10000	0	13670	0	0
ET002	ET002_01	1	15	1374	1	10000	0	13740	0	0
ET003	ET003_01	1	15	1368	1	10000	0	13680	0	0
ET004	ET004_01	1	15	1375	1	10000	0	13750	0	0
ET005	ET005_01	1	15	1369	1	10000	0	13690	0	0
ET006	ET006_01	1	15	1376	1	10000	0	13760	0	0
ET010	ET010_01	1	15	1380	1	10000	0	13800	0	0
ET011	ET011_01	1	15	1381	1	10000	0	13810	0	0
ET012	ET012_01	1	15	1382	1	10000	0	13820	0	0
ET013	ET013_01	1	15	1383	1	10000	0	13830	0	0
ET014	ET014_01	1	15	1384	1	10000	0	13840	0	0
ET015	ET015_01	1	15	361	1	10000	0	3610	0	0
ET016	ET016_01	1	25	371	80	10000	0	3710	0	0
ET017	ET017_01	1	25	372	80	10000	0	3720	0	0
ET018	ET018_01	1	25	370	80	10000	0	3700	0	0
ET019	ET019_01	1	28	373	90	10000	0	3730	0	0
fbc001	fbc001_01	1	60	1594	65	10000	0	15942	11	1
fbc001	fbc001_02	1	60	1595	65	10000	0	15952	11	0
fbc001	fbc001_03	1	60	1596	65	10000	0	15962	11	0
fbc002	fbc002_01	1	60	1597	66	10000	0	15972	11	1
fbc002	fbc002_02	1	60	1598	66	10000	0	15982	11	0
fbc002	fbc002_03	1	60	1599	66	10000	0	15992	11	0
fbc003	fbc003_01	1	60	1600	67	10000	0	16002	11	1
fbc003	fbc003_02	1	60	1601	67	10000	0	16012	11	0
fbc003	fbc003_03	1	60	1602	67	10000	0	16022	11	0
fbc004	fbc004_01	1	60	1603	68	10000	0	16032	11	1
fbc004	fbc004_02	1	60	1604	68	10000	0	16042	11	0
fbc005	fbc005_01	1	60	1605	69	10000	0	16052	11	1
fbc005	fbc005_02	1	60	1606	69	10000	0	16062	11	0
fbc006	fbc006_01	1	60	1607	70	10000	0	16072	11	1
fbd001	fbd001_01	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_02	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_03	4	30	1928	30	10000	0	19282	10	0
fbd001	fbd001_04	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_05	4	30	1928	30	10000	0	19282	10	0
fbd001	fbd001_06	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_07	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_08	4	60	1928	30	10000	0	19282	10	0
fbd001	fbd001_09	4	60	1928	30	10000	0	19282	10	0
fbd002	fbd002_01	4	60	1929	32	10000	0	19292	10	0
fbd002	fbd002_02	3	60	1929	32	10000	0	19292	10	0
fbd002	fbd002_03	4	60	1929	32	10000	0	19292	10	0
fbd002	fbd002_04	4	60	1929	32	10000	0	19292	10	0
fbd002	fbd002_05	3	30	1929	32	10000	0	19292	10	0
fbd002	fbd002_06	3	30	1929	32	10000	0	19292	10	0
fbd002	fbd002_07	3	60	1929	32	10000	0	19292	10	0
fbd002	fbd002_08	3	60	1929	32	10000	0	19292	10	0
fbd003	fbd003_01	1	60	1930	34	10000	0	19302	10	0
fbd003	fbd003_02	1	60	1930	34	10000	0	19302	10	0
fbd003	fbd003_03	1	60	1930	34	10000	0	19302	10	0
fbd004	fbd004_01	4	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_02	4	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_03	3	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_04	4	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_05	3	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_06	3	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_07	4	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_08	4	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_09	3	60	1932	38	10000	0	19322	10	0
fbd004	fbd004_10	4	60	1932	38	10000	0	19322	10	0
fbd005	fbd005_01	4	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_02	3	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_03	3	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_04	3	30	1933	40	10000	0	19332	10	0
fbd005	fbd005_05	3	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_06	4	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_07	4	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_08	4	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_09	3	60	1933	40	10000	0	19332	10	0
fbd005	fbd005_10	4	60	1933	40	10000	0	19332	10	0
fbd006	fbd006_01	1	60	1931	46	10000	0	19312	10	0
fbd006	fbd006_02	1	60	1931	46	10000	0	19312	10	0
fbd006	fbd006_03	1	60	1931	46	10000	0	19312	10	0
fbd007	fbd007_01	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_02	4	30	1489	50	10000	0	14892	10	0
fbd007	fbd007_03	3	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_04	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_05	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_06	3	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_07	3	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_08	3	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_09	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_10	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_11	3	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_12	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_13	4	60	1489	50	10000	0	14892	10	0
fbd007	fbd007_14	4	30	1489	50	10000	0	14892	10	0
fbd008	fbd008_01	4	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_02	4	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_03	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_04	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_05	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_06	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_07	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_08	3	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_09	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_10	5	60	1490	52	10000	0	14902	10	0
fbd008	fbd008_11	5	60	1490	52	10000	0	14902	10	0
fbd009	fbd009_01	1	60	1433	54	10000	0	14332	10	0
fbd009	fbd009_02	1	60	1433	54	10000	0	14332	10	0
fbd009	fbd009_03	1	60	1433	54	10000	0	14332	10	0
fbd010	fbd010_01	5	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_02	5	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_03	4	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_04	4	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_05	3	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_06	5	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_07	4	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_08	4	60	1477	58	10000	0	14772	10	0
fbd010	fbd010_09	5	60	1477	58	10000	0	14772	10	0
fbd011	fbd011_01	4	30	1478	62	10000	0	14782	10	0
fbd011	fbd011_02	4	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_03	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_04	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_05	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_06	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_07	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_08	5	60	1478	62	10000	0	14782	10	0
fbd011	fbd011_09	4	60	1478	62	10000	0	14782	10	0
fbd012	fbd012_01	1	60	1428	66	10000	0	14282	10	0
fbd012	fbd012_02	1	60	1428	66	10000	0	14282	10	0
fbd013	fbd013_01	3	30	1926	70	10000	0	19262	10	0
fbd013	fbd013_02	3	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_03	3	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_04	3	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_05	4	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_06	4	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_07	4	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_08	4	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_09	3	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_10	3	60	1926	70	10000	0	19262	10	0
fbd013	fbd013_11	3	60	1926	70	10000	0	19262	10	0
fbd014	fbd014_01	3	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_02	3	30	1927	72	10000	0	19272	10	0
fbd014	fbd014_03	4	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_04	3	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_05	4	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_06	3	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_07	3	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_08	3	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_09	4	60	1927	72	10000	0	19272	10	0
fbd014	fbd014_10	4	60	1927	72	10000	0	19272	10	0
fbd015	fbd015_01	1	60	1937	74	10000	0	19372	10	0
fbd015	fbd015_02	1	60	1937	74	10000	0	19372	10	0
fbd015	fbd015_03	1	60	1937	74	10000	0	19372	10	0
fbd016	fbd016_01	5	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_02	5	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_03	4	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_04	4	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_05	4	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_06	6	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_07	6	25	1934	78	10000	0	19342	10	0
fbd016	fbd016_08	6	25	1934	78	10000	0	19342	10	0
fbd017	fbd017_01	5	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_02	5	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_03	5	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_04	4	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_05	4	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_06	4	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_07	5	26	1935	82	10000	0	19352	10	0
fbd017	fbd017_08	4	26	1935	82	10000	0	19352	10	0
fbd018	fbd018_01	1	60	1938	88	10000	0	19382	10	0
fbd018	fbd018_02	1	60	1938	88	10000	0	19382	10	0
fbd018	fbd018_03	1	60	1938	88	10000	0	19382	10	0
fbd019	fbd019_01	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_02	5	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_03	5	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_04	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_05	4	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_06	4	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_07	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_08	5	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_09	5	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_10	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_11	5	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_12	5	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_13	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_14	5	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_15	4	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_16	5	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_17	4	60	1925	90	10000	0	19252	10	0
fbd019	fbd019_18	4	60	1939	90	10000	0	19392	10	0
fbd019	fbd019_19	4	60	1924	90	10000	0	19242	10	0
fbd019	fbd019_20	4	60	1939	90	10000	0	19392	10	0
fbh001	fbh001_01	4	13	1448	30	10000	0	14482	10	0
fbh001	fbh001_02	4	13	1448	30	10000	0	14482	10	0
fbh001	fbh001_03	4	13	1448	30	10000	0	14482	10	0
fbh001	fbh001_04	4	13	1448	30	10000	0	14482	10	0
fbh001	fbh001_05	4	13	1448	30	10000	0	14482	10	0
fbh001	fbh001_06	4	13	1448	30	10000	0	14482	10	0
fbh002	fbh002_01	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_02	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_03	5	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_04	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_05	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_06	3	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_07	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_08	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_09	4	13	1449	32	10000	0	14492	10	0
fbh002	fbh002_10	4	13	1449	32	10000	0	14492	10	0
fbh003	fbh003_01	1	60	1414	34	10000	0	14142	10	0
fbh003	fbh003_02	1	60	1414	34	10000	0	14142	10	0
fbh003	fbh003_03	1	60	1414	34	10000	0	14142	10	0
fbh004	fbh004_01	4	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_02	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_03	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_04	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_05	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_06	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_07	4	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_08	3	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_09	5	15	1463	38	10000	0	14632	10	0
fbh004	fbh004_10	3	15	1463	38	10000	0	14632	10	0
fbh005	fbh005_01	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_02	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_03	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_04	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_05	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_06	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_07	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_08	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_09	1	60	1421	40	10000	0	14212	10	0
fbh005	fbh005_10	1	60	1421	40	10000	0	14212	10	0
fbh006	fbh006_01	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_02	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_03	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_04	3	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_05	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_06	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_07	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_08	5	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_09	4	17	1459	46	10000	0	14592	10	0
fbh006	fbh006_10	5	17	1459	46	10000	0	14592	10	0
fbh007	fbh007_01	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_02	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_03	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_04	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_05	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_06	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_07	4	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_08	4	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_09	5	18	1460	50	10000	0	14602	10	0
fbh007	fbh007_10	5	18	1460	50	10000	0	14602	10	0
fbh008	fbh008_01	1	60	1419	52	10000	0	14192	10	0
fbh008	fbh008_02	1	60	1419	52	10000	0	14192	10	0
fbh008	fbh008_03	1	60	1419	52	10000	0	14192	10	0
fbh009	fbh009_01	4	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_02	4	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_03	4	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_04	4	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_05	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_06	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_07	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_08	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_09	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_10	5	19	1484	54	10000	0	14842	10	0
fbh009	fbh009_11	5	19	1484	54	10000	0	14842	10	0
fbh010	fbh010_01	1	60	1431	66	10000	0	14312	10	0
fbh010	fbh010_02	1	60	1431	66	10000	0	14312	10	0
fbh011	fbh011_01	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_02	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_03	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_04	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_05	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_06	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_07	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_08	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_09	5	20	1485	58	10000	0	14852	10	0
fbh011	fbh011_10	5	20	1485	58	10000	0	14852	10	0
fbh012	fbh012_01	5	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_02	5	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_03	5	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_04	5	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_05	4	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_06	4	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_07	5	21	1486	62	10000	0	14862	10	0
fbh012	fbh012_08	4	21	1486	62	10000	0	14862	10	0
fbh013	fbh013_01	3	21	1486	62	10000	0	14862	10	0
fbh013	fbh013_02	3	21	1486	62	10000	0	14862	10	0
fbh013	fbh013_03	3	21	1486	62	10000	0	14862	10	0
fbh014	fbh014_01	5	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_02	4	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_03	4	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_04	4	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_05	3	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_06	4	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_07	3	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_08	3	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_09	3	23	1470	70	10000	0	14702	10	0
fbh014	fbh014_10	4	23	1470	70	10000	0	14702	10	0
fbh015	fbh015_01	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_02	4	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_03	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_04	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_05	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_06	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_07	3	23	1471	72	10000	0	14712	10	0
fbh015	fbh015_08	3	23	1471	72	10000	0	14712	10	0
fbh016	fbh016_01	1	60	1425	78	10000	0	14252	10	0
fbh016	fbh016_02	1	60	1425	78	10000	0	14252	10	0
fbh017	fbh017_01	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_02	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_03	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_04	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_05	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_06	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_07	1	60	1453	82	10000	0	14532	10	0
fbh017	fbh017_08	1	60	1453	82	10000	0	14532	10	0
fbh018	fbh018_01	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_02	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_03	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_04	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_05	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_06	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_07	1	60	1454	86	10000	0	14542	10	0
fbh018	fbh018_08	1	60	1454	86	10000	0	14542	10	0
fbh019	fbh019_01	1	60	1416	88	10000	0	14162	10	0
fbh019	fbh019_02	1	60	1416	88	10000	0	14162	10	0
fbh019	fbh019_03	1	60	1416	88	10000	0	14162	10	0
fbh020	fbh020_01	3	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_02	4	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_03	4	60	1633	90	10000	0	16332	10	0
fbh020	fbh020_04	3	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_05	3	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_06	4	60	1633	90	10000	0	16332	10	0
fbh020	fbh020_07	3	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_08	3	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_09	4	60	1633	90	10000	0	16332	10	0
fbh020	fbh020_10	3	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_11	4	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_12	3	60	1633	90	10000	0	16332	10	0
fbh020	fbh020_13	4	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_14	4	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_15	4	60	1633	90	10000	0	16332	10	0
fbh020	fbh020_16	5	60	1610	90	10000	0	16102	10	0
fbh020	fbh020_17	4	60	1609	90	10000	0	16092	10	0
fbh020	fbh020_18	4	60	1633	90	10000	0	16332	10	0
fbm001	fbm001_01	4	60	1464	30	10000	0	14642	10	0
fbm001	fbm001_02	4	60	1464	30	10000	0	14642	10	0
fbm001	fbm001_03	4	60	1464	30	10000	0	14642	10	0
fbm001	fbm001_04	4	30	1464	30	10000	0	14642	10	0
fbm001	fbm001_05	4	60	1464	30	10000	0	14642	10	0
fbm001	fbm001_06	4	60	1464	30	10000	0	14642	10	0
fbm002	fbm002_01	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_02	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_03	5	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_04	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_05	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_06	3	30	1465	32	10000	0	14652	10	0
fbm002	fbm002_07	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_08	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_09	4	60	1465	32	10000	0	14652	10	0
fbm002	fbm002_10	4	60	1465	32	10000	0	14652	10	0
fbm003	fbm003_01	1	60	1422	34	10000	0	14222	10	0
fbm003	fbm003_02	1	60	1422	34	10000	0	14222	10	0
fbm003	fbm003_03	1	60	1422	34	10000	0	14222	10	0
fbm004	fbm004_01	4	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_02	3	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_03	3	30	1450	38	10000	0	14502	10	0
fbm004	fbm004_04	3	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_05	3	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_06	3	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_07	4	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_08	3	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_09	5	60	1450	38	10000	0	14502	10	0
fbm004	fbm004_10	3	30	1450	38	10000	0	14502	10	0
fbm005	fbm005_01	3	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_02	3	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_03	4	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_04	4	30	1451	40	10000	0	14512	10	0
fbm005	fbm005_05	3	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_06	3	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_07	4	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_08	4	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_09	3	60	1451	40	10000	0	14512	10	0
fbm005	fbm005_10	4	60	1451	40	10000	0	14512	10	0
fbm006	fbm006_01	4	60	1452	46	10000	0	14522	10	0
fbm006	fbm006_02	4	60	1452	46	10000	0	14522	10	0
fbm006	fbm006_03	4	60	1452	46	10000	0	14522	10	0
fbm006	fbm006_04	3	60	1452	46	10000	0	14522	10	0
fbm006	fbm006_05	4	30	1452	46	10000	0	14522	10	0
fbm006	fbm006_06	4	60	1452	46	10000	0	14522	10	0
fbm007	fbm007_01	1	60	1415	50	10000	0	14152	10	0
fbm007	fbm007_02	1	60	1415	50	10000	0	14152	10	0
fbm007	fbm007_03	1	60	1415	50	10000	0	14152	10	0
fbm008	fbm008_01	4	60	1501	52	10000	0	15012	10	0
fbm008	fbm008_02	4	60	1501	52	10000	0	15012	10	0
fbm008	fbm008_03	4	60	1501	52	10000	0	15012	10	0
fbm008	fbm008_04	4	60	1501	52	10000	0	15012	10	0
