TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	FollowerTID	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	Skill1	SkillCondition	SkillCount	Skill2	SkillCondition	SkillCount	Skill3	SkillCondition	SkillCount	Skill4	SkillCondition	SkillCount	Skill5	SkillCondition	SkillCount	Item1	ItemUseHPLimit	ItemUseNumber	ItemUseInterval	Guard	GuardObject	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount	SearchEnemy	StopFight	Escape	EscapteHP	EscapeTime	EscapeNumber	LinkMonsterTID	LinkMonsterSight	HideMonster	HideMonsterHP	HideMonsterTime	MaintenanceRange	Helper	LootItem	LootItemTime	RandomTarget	PinchMonster	Visibility
12602	문지기 티탄	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12612	약탈자 가르간츄아	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12722	공성가드 전사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12732	공성가드 궁수	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12742	공성가드 법사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12752	콜러설	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12762	아크로드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12772	로얄 나이츠	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13112	크리터	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13662	디카인	1	인간	120	전사	120					496;1	HP;100%;이하	무한;	497;1	HP;100%;이하	무한;	498;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
13212	마나리안	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13222	우룰카	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13232	라리아네	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13242	리디나	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13252	레체	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13262	디란	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13272	군나르	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13282	에이글	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13292	하루피엔	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13302	허리케인 린	1	인간	120	전사	120					186;1	HP;100%;이하	무한;	199;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13312	낙시아	1	인간	120	전사	120					346;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13322	트람	1	인간	120	전사	120					184;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13332	드레인	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13342	윈드라이너	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13352	윈드러너	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13362	왈라야 친위대	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13372	플라잉 스틸	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13382	카다츠람	1	인간	120	전사	120					347;1	HP;100%;이하	무한;	198;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13392	파렌	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13892	파렌 시녀단	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13902	로담 디펜더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13402	다리타룬	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13412	퀴리니아	1	인간	120	전사	120					348;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13422	윈드 호크	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13432	빅히트 구울	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13442	제피란	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13452	타르탄	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13462	와일드 버스터	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13472	다크 윙	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13482	아랄만 호위병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13492	아랄만 병사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13502	아랄만	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13522	블랙 하트로더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13532	숙련 하트로더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13542	하급 하트로더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13562	로란	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13572	오우거보스	1	인간	120	전사	120					494;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
13582	오우거슬러지	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13592	오우거그런트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13602	듀리븐 폴른 대체	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13632	페인그로우	1	인간	120	전사	120					509;1	HP;100%;이하	무한;	510;1	HP;100%;이하	무한;	508;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
12702	듀리븐 서쳐	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12712	듀리븐 드릴소드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12912	라폰티프 파운더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12922	라폰티프 랜서	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12932	라폰티프 모타르	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12942	제부스 크러셔	1	인간	120	전사	120					481;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
12962	제부스 헌터	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
12972	제부스 스카우트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13042	블란트 퀸	1	인간	120	전사	120					482;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
13062	소울 바운드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13072	블러드 바운드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13082	플레어 바운드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13092	워커 블란트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13102	블란트 드론	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13132	크랩틸 라이트닝	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13142	크랩틸 피스	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13152	크랩틸 아머	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13162	네크로스넷	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13192	네크로스레이지	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13202	네크로스시드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13852	어벤젤	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13872	스피키엘	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13882	실핀드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
13942	데스뮤트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2172	리린 병사	1	인간	120	전사	120					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2182	리린 학살자	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2142	리린	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2162	리린 노예	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2152	리린 가디언	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3502	리린 군주	1	인간	120	전사	120					417;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2212	에펠 졸병	1	인간	120	전사	120					195;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2202	에펠 전사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2192	에펠 돌격병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2232	에펠 전투병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2222	에펠 가디언	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2322	샤크 블랙	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2332	샤크 캣	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2342	샤크 독	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3512	에펠 군주	1	인간	120	전사	120					373;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2282	섀도우 슬레이브	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2262	섀도우 맨	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2272	섀도우 매지션	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2252	섀도우 프리미어	1	인간	120	전사	120					195;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2242	섀도우 노블	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2302	가린 검사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2292	가린 가디언	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2312	가린 대장	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2352	샤크 실버	1	인간	120	전사	120					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
3522	샤크 킹	1	인간	120	전사	120					375;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2372	가스트 슬레이브	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2362	가스트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2382	파이어 가스트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2392	실버 가스트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2402	포이즌 가스트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3532	가스트 킹	1	인간	120	전사	120					349;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2412	로톤 아처	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2432	로톤 헌터	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2422	로톤 솔져	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2442	로톤 에어본	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2452	로톤 윈드러너	1	인간	120	전사	120					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2562	호룬 점퍼	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2552	호룬 버서커	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2542	호룬 바스터	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3542	로톤 로드	1	인간	120	전사	120					184;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2502	와이트 슬레이브	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2482	와이트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2472	와이트 나이트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2492	와이트 프리미어	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2462	와이트 노블	1	인간	120	전사	120					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2522	레타 댄서	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2512	레타 레드 댄서	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2532	레타 스틸 댄서	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2572	가리 일꾼	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3552	가리 왕	1	인간	120	전사	120					437;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2582	머포크	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2592	머포크 메이드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2602	파운틴 머포크	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2612	머포크 레이디	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2622	머포크 마법사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3562	머포크 퀸	1	인간	120	전사	120					348;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2632	비늘 병사	1	인간	120	전사	120					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2642	비늘 용사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2652	비늘 정찰자	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2662	비늘 도적	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2672	비늘 전사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3472	스몰 차임	1	인간	120	전사	120					199;1	HP;100%;이하	무한;	430;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7			고정																				
3462	블레이드 차임	1	인간	120	전사	120					430;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7			고정																				
3482	라탄 트롤 노예	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3572	비늘 보스	1	인간	120	전사	120					183;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
3412	호문클루스 병사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2682	호문클루스	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3392	호문클루스 기사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3402	호문클루스 마법사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3422	호문클루스 지휘관	1	인간	120	전사	120					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
3442	나이트 텔러	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3432	나이트 싱어	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3452	나이트 파이퍼	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3492	라탄 트롤 호위병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3582	라탄 트롤 두목	1	인간	120	전사	120					120;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2042	파멸의 꼬리	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
2052	파멸의 비늘	1	인간	120	전사	120					345;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2062	배반의 전사	1	인간	120	전사	120					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2072	배반의 채찍	1	인간	120	전사	120					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2082	절망의 감시자	1	인간	120	전사	120					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2092	절망의 전달자	1	인간	120	전사	120					438;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2102	질풍의 날개	1	인간	120	전사	120					186;1	HP;100%;이하	무한;	199;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2112	질풍의 부리	1	인간	120	전사	120					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2122	혈화의 검	1	인간	120	전사	120					193;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2132	탐욕의 망자	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
1992	파멸의 이빨	1	인간	120	전사	120					181;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2002	배반의 군주	1	인간	120	전사	120					419;1	HP;100%;이하	무한;	435;1	HP;100%;이하	무한;	436;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
1972	절망의 지배자	1	인간	120	전사	120					416;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2012	질풍의 발톱	1	인간	120	전사	120					418;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2022	혈화의 낫	1	인간	120	전사	120					376;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
2032	탐욕의 기사	1	인간	120	전사	120					374;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
13932	클럭워크	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
1962	서킷오더	1	인간	120	전사	120					521;1	HP;100%;이하	무한;	519;1	HP;100%;이하	무한;	520;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
3592	하이왓쳐	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3602	썬더헤드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3632	펄스	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3622	머드헤드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3762	디스호프	1	인간	120	전사	120					625;1	HP;100%;이하	무한;	626;1	HP;100%;이하	무한;	627;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
3652	센티널	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3662	베노민	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3642	아이블랍	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4192	위버	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4202	레서 위버	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4212	슬레이 위버	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4222	레드 위버	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4232	그레이트 위버	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4172	아이언 히트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4182	브라운 히트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4132	오더리 벳	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4142	스카웃 벳	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4152	솔져 벳	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4162	어설트 벳	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4102	와일드 엑스	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4112	와일드 블런징	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4122	와일드 사이드	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4092	로아 전령	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4082	로아 척후병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4072	로아 병사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3922	데드맨	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3932	데드맨 리더	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3902	아민 노예	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3862	아민	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3872	아민 수호병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3892	아민 전사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
3912	아민 투사	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
4252	로아 대장	1	인간	120	전사	120					376;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
4242	위버 킹	1	인간	120	전사	120					349;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
4282	쉐도우 로드	1	인간	120	전사	120					704;1	HP;100%;이하	무한;	705;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
4482	지안	1	인간	120	전사	120					956;1	HP;100%;이하	횟수;1	754;1	HP;100%;이하	무한;	752;1	HP;100%;이하	무한;	753;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;							1	타겟;LV;90;이상;금지			7																							
14012	휴먼_궁수	1	인간	120	전사	120					767;1	HP;100%;이하	무한;	769;1	HP;100%;이하	무한;	768;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
14002	휴먼_메이지	1	인간	120	전사	120					772;1	HP;100%;이하	무한;	770;1	HP;100%;이하	무한;	771;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
4302	토톤	1	인간	120	전사	120					729;1	HP;100%;이하	무한;	728;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
4312	리디아	1	인간	120	전사	120					730;1	HP;100%;이하	무한;	731;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
4422	우그드라실	1	인간	120	전사	120					956;1	HP;100%;이하	횟수;1	756;1	HP;100%;이하	무한;	757;1	HP;100%;이하	무한;	755;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;							1	타겟;LV;90;이상;금지			7																							
14022	오크가드전사	1	인간	120	전사	120					775;1	HP;100%;이하	무한;	773;1	HP;100%;이하	무한;	774;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
15052	오크가드궁수	1	인간	120	전사	120					778;1	HP;100%;이하	무한;	779;1	HP;100%;이하	무한;	776;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
4322	듀프란	1	인간	120	전사	120					733;1	HP;100%;이하	무한;	732;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
4332	베인톤	1	인간	120	전사	120					734;1	HP;100%;이하	무한;	735;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
4472	그라시아	1	인간	120	전사	120					956;1	HP;100%;이하	횟수;1	758;1	HP;100%;이하	무한;	759;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
14092	문엘프가드법사	1	인간	120	전사	120					780;1	HP;100%;이하	무한;	781;1	HP;100%;이하	무한;	782;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
15932	문엘프가드전사	1	인간	120	전사	120					784;1	HP;100%;이하	무한;	783;1	HP;100%;이하	무한;	785;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;										1	타겟;LV;90;이상;금지			7																							
15062	에이마드	1	인간	120	전사	120					736;1	HP;100%;이하	무한;	737;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
4352	로제미라	1	인간	120	전사	120					739;1	HP;100%;이하	무한;	738;1	HP;100%;이하	무한;	905;1	HP;100%;이하	무한;													1	타겟;LV;90;이상;금지			7																							
15182	작은 콜드 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15192	콜드 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15202	콜드 골렘 크러셔	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15212	거대 콜드 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15222	초거대 콜드 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15232	콜드 골렘 보스	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15132	작은 아이스 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
4292	아이스 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15142	아이스 골렘 크러셔	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15152	거대 아이스 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15162	초거대 아이스 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15172	아이스 골렘 보스	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15242	작은 아이시 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15252	아이시 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15262	아이시 골렘 크러셔	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15272	거대 아이시 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15282	초거대 아이시 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15292	아이시 골렘 보스	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
15362	작은 아이스본드 골렘	1	인간	130	법사	110					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
