MonsterName	MonsterTID	ItemCount	ItemName	ItemTID	Min	Max	Rate
Shaconne	663	2		1881	1	1	500
Shaconne	663	2		1886	1	1	500
Shaconne	663	2		6075	1	1	500
Pamashura	664	2		5018	1	1	10
Pamashura	664	2		1856	1	1	500
Pamashura	664	2		1861	1	1	500
Pamashura	664	2		1891	1	1	500
Pamashura	664	2		1866	1	1	500
Pamashura	664	2		1871	1	1	500
Pamashura	664	2		1876	1	1	500
Pamashura	664	2		1881	1	1	500
Pamashura	664	2		1886	1	1	500
Pamashura	664	2		6075	1	1	500
Shamashura	665	2		5018	1	1	10
Shamashura	665	2		1856	1	1	500
Shamashura	665	2		1861	1	1	500
Shamashura	665	2		1891	1	1	500
Shamashura	665	2		1866	1	1	500
Shamashura	665	2		1871	1	1	500
Shamashura	665	2		1876	1	1	500
Shamashura	665	2		1881	1	1	500
Shamashura	665	2		1886	1	1	500
Shamashura	665	2		6075	1	1	500
Rockbole	671	1		5026	1	1	30
Burning Eye	672	1		5026	1	1	30
Big Rage	673	1		5026	1	1	30
Garot	674	1		5026	1	1	30
Slum	680	2		5005	1	1	30
Slum	680	2		5028	1	1	30
Slum	680	2		1855	1	1	500
Slum	680	2		1860	1	1	500
Slum	680	2		1890	1	1	500
Slum	680	2		1865	1	1	500
Slum	680	2		1870	1	1	500
Slum	680	2		1875	1	1	500
Slum	680	2		1880	1	1	500
Slum	680	2		1885	1	1	500
Slum	680	2		6074	1	1	500
Gift	682	2		5005	1	1	30
Gift	682	2		5028	1	1	30
Gift	682	2		1855	1	1	500
Gift	682	2		1860	1	1	500
Gift	682	2		1890	1	1	500
Gift	682	2		1865	1	1	500
Gift	682	2		1870	1	1	500
Gift	682	2		1875	1	1	500
Gift	682	2		1880	1	1	500
Gift	682	2		1885	1	1	500
Gift	682	2		6074	1	1	500
Hawul	684	2		5005	1	1	30
Hawul	684	2		5028	1	1	30
Hawul	684	2		1855	1	1	500
Hawul	684	2		1860	1	1	500
Hawul	684	2		1890	1	1	500
Hawul	684	2		1865	1	1	500
Hawul	684	2		1870	1	1	500
Hawul	684	2		1875	1	1	500
Hawul	684	2		1880	1	1	500
Hawul	684	2		1885	1	1	500
Hawul	684	2		6074	1	1	500
Rojin	685	2		5028	1	1	30
Rojin	685	2		1855	1	1	500
Rojin	685	2		1860	1	1	500
Rojin	685	2		1890	1	1	500
Rojin	685	2		1865	1	1	500
Rojin	685	2		1870	1	1	500
Rojin	685	2		1875	1	1	500
Rojin	685	2		1880	1	1	500
Rojin	685	2		1885	1	1	500
Rojin	685	2		6074	1	1	500
Brondia	688	1		1855	1	1	500
Brondia	688	1		1860	1	1	500
Brondia	688	1		1890	1	1	500
Brondia	688	1		1865	1	1	500
Brondia	688	1		1870	1	1	500
Brondia	688	1		1875	1	1	500
Brondia	688	1		1880	1	1	500
Brondia	688	1		1885	1	1	500
Brondia	688	1		6074	1	1	500
Asle	691	2		5006	1	1	20
Asle	691	2		5027	1	1	30
Asle	691	2		1855	1	1	500
Asle	691	2		1860	1	1	500
Asle	691	2		1890	1	1	500
Asle	691	2		1865	1	1	500
Asle	691	2		1870	1	1	500
Asle	691	2		1875	1	1	500
Asle	691	2		1880	1	1	500
Asle	691	2		1885	1	1	500
Asle	691	2		6074	1	1	500
Everu	693	2		5006	1	1	20
Everu	693	2		5027	1	1	30
Everu	693	2		1855	1	1	500
Everu	693	2		1860	1	1	500
Everu	693	2		1890	1	1	500
Everu	693	2		1865	1	1	500
Everu	693	2		1870	1	1	500
Everu	693	2		1875	1	1	500
Everu	693	2		1880	1	1	500
Everu	693	2		1885	1	1	500
Everu	693	2		6074	1	1	500
King of the Abandoned	694	1		1855	1	1	500
King of the Abandoned	694	1		1860	1	1	500
King of the Abandoned	694	1		1890	1	1	500
King of the Abandoned	694	1		1865	1	1	500
King of the Abandoned	694	1		1870	1	1	500
King of the Abandoned	694	1		1875	1	1	500
King of the Abandoned	694	1		1880	1	1	500
King of the Abandoned	694	1		1885	1	1	500
King of the Abandoned	694	1		6074	1	1	500
Largefoot	695	2		5027	1	1	30
Largefoot	695	2		1855	1	1	500
Largefoot	695	2		1860	1	1	500
Largefoot	695	2		1890	1	1	500
Largefoot	695	2		1865	1	1	500
Largefoot	695	2		1870	1	1	500
Largefoot	695	2		1875	1	1	500
Largefoot	695	2		1880	1	1	500
Largefoot	695	2		1885	1	1	500
Largefoot	695	2		6074	1	1	500
Karkas	696	2		5027	1	1	30
Karkas	696	2		1855	1	1	500
Karkas	696	2		1860	1	1	500
Karkas	696	2		1890	1	1	500
Karkas	696	2		1865	1	1	500
Karkas	696	2		1870	1	1	500
Karkas	696	2		1875	1	1	500
Karkas	696	2		1880	1	1	500
Karkas	696	2		1885	1	1	500
Karkas	696	2		6074	1	1	500
Logo	697	2		5027	1	1	30
Logo	697	2		1855	1	1	500
Logo	697	2		1860	1	1	500
Logo	697	2		1890	1	1	500
Logo	697	2		1865	1	1	500
Logo	697	2		1870	1	1	500
Logo	697	2		1875	1	1	500
Logo	697	2		1880	1	1	500
Logo	697	2		1885	1	1	500
Logo	697	2		6074	1	1	500
Mann	698	2		5027	1	1	30
Mann	698	2		1855	1	1	500
Mann	698	2		1860	1	1	500
Mann	698	2		1890	1	1	500
Mann	698	2		1865	1	1	500
Mann	698	2		1870	1	1	500
Mann	698	2		1875	1	1	500
Mann	698	2		1880	1	1	500
Mann	698	2		1885	1	1	500
Mann	698	2		6074	1	1	500
Gadius	703	2		5007	1	1	10
Gadius	703	2		5015	1	1	20
Gadius	703	2		5016	1	1	25
Gadius	703	2		5017	1	1	30
Gadius	703	2		1856	1	1	500
Gadius	703	2		1861	1	1	500
Gadius	703	2		1891	1	1	500
Gadius	703	2		1866	1	1	500
Gadius	703	2		1871	1	1	500
Gadius	703	2		1876	1	1	500
Gadius	703	2		1881	1	1	500
Gadius	703	2		1886	1	1	500
Gadius	703	2		6075	1	1	500
Sword Eater	704	1		1856	1	1	500
Sword Eater	704	1		1861	1	1	500
Sword Eater	704	1		1891	1	1	500
Sword Eater	704	1		1866	1	1	500
Sword Eater	704	1		1871	1	1	500
Sword Eater	704	1		1876	1	1	500
Sword Eater	704	1		1881	1	1	500
Sword Eater	704	1		1886	1	1	500
Sword Eater	704	1		6075	1	1	500
Ding	705	2		5008	1	1	30
Ding	705	2		1856	1	1	500
Ding	705	2		1861	1	1	500
Ding	705	2		1891	1	1	500
Ding	705	2		1866	1	1	500
Ding	705	2		1871	1	1	500
Ding	705	2		1876	1	1	500
Ding	705	2		1881	1	1	500
Ding	705	2		1886	1	1	500
Ding	705	2		6075	1	1	500
Mutsor	706	2		5008	1	1	30
Mutsor	706	2		1856	1	1	500
Mutsor	706	2		1861	1	1	500
Mutsor	706	2		1891	1	1	500
Mutsor	706	2		1866	1	1	500
Mutsor	706	2		1871	1	1	500
Mutsor	706	2		1876	1	1	500
Mutsor	706	2		1881	1	1	500
Mutsor	706	2		1886	1	1	500
Mutsor	706	2		6075	1	1	500
Hiripina	707	2		5019	1	1	30
Hiripina	707	2		1857	1	1	500
Hiripina	707	2		1862	1	1	500
Hiripina	707	2		1892	1	1	500
Hiripina	707	2		1867	1	1	500
Hiripina	707	2		1872	1	1	500
Hiripina	707	2		1877	1	1	500
Hiripina	707	2		1882	1	1	500
Hiripina	707	2		1887	1	1	500
Hiripina	707	2		6076	1	1	500
Guardimesh	708	1		1857	1	1	500
Guardimesh	708	1		1862	1	1	500
Guardimesh	708	1		1892	1	1	500
Guardimesh	708	1		1867	1	1	500
Guardimesh	708	1		1872	1	1	500
Guardimesh	708	1		1877	1	1	500
Guardimesh	708	1		1882	1	1	500
Guardimesh	708	1		1887	1	1	500
Guardimesh	708	1		6076	1	1	500
Mobet Lord	711	2		5019	1	1	30
Mobet Lord	711	2		1857	1	1	500
Mobet Lord	711	2		1862	1	1	500
Mobet Lord	711	2		1892	1	1	500
Mobet Lord	711	2		1867	1	1	500
Mobet Lord	711	2		1872	1	1	500
Mobet Lord	711	2		1877	1	1	500
Mobet Lord	711	2		1882	1	1	500
Mobet Lord	711	2		1887	1	1	500
Mobet Lord	711	2		6076	1	1	500
Marylith Princess	716	2		5019	1	1	30
Marylith Princess	716	2		1857	1	1	500
Marylith Princess	716	2		1862	1	1	500
Marylith Princess	716	2		1892	1	1	500
Marylith Princess	716	2		1867	1	1	500
Marylith Princess	716	2		1872	1	1	500
Marylith Princess	716	2		1877	1	1	500
Marylith Princess	716	2		1882	1	1	500
Marylith Princess	716	2		1887	1	1	500
Marylith Princess	716	2		6076	1	1	500
Gigantes	717	2		5019	1	1	30
Gigantes	717	2		1857	1	1	500
Gigantes	717	2		1862	1	1	500
Gigantes	717	2		1892	1	1	500
Gigantes	717	2		1867	1	1	500
Gigantes	717	2		1872	1	1	500
Gigantes	717	2		1877	1	1	500
Gigantes	717	2		1882	1	1	500
Gigantes	717	2		1887	1	1	500
Gigantes	717	2		6076	1	1	500
Griffin	718	2		5010	1	1	15
Griffin	718	2		1857	1	1	500
Griffin	718	2		1862	1	1	500
Griffin	718	2		1892	1	1	500
Griffin	718	2		1867	1	1	500
Griffin	718	2		1872	1	1	500
Griffin	718	2		1877	1	1	500
Griffin	718	2		1882	1	1	500
Griffin	718	2		1887	1	1	500
Griffin	718	2		6076	1	1	500
The Vampire	724	2		4871	5	5	100000
Ghoul King	725	1		1857	1	1	500
Ghoul King	725	1		1862	1	1	500
Ghoul King	725	1		1892	1	1	500
Ghoul King	725	1		1867	1	1	500
Ghoul King	725	1		1872	1	1	500
Ghoul King	725	1		1877	1	1	500
Ghoul King	725	1		1882	1	1	500
Ghoul King	725	1		1887	1	1	500
Ghoul King	725	1		6076	1	1	500
Centaur Windrunner	726	2		5019	1	1	30
Centaur Windrunner	726	2		5009	1	1	20
Centaur Windrunner	726	2		1856	1	1	500
Centaur Windrunner	726	2		1861	1	1	500
Centaur Windrunner	726	2		1891	1	1	500
Centaur Windrunner	726	2		1866	1	1	500
Centaur Windrunner	726	2		1871	1	1	500
Centaur Windrunner	726	2		1876	1	1	500
Centaur Windrunner	726	2		1881	1	1	500
Centaur Windrunner	726	2		1886	1	1	500
Centaur Windrunner	726	2		6075	1	1	500
Lamia Queen	747	2		5020	1	1	30
Lamia Queen	747	2		1857	1	1	500
Lamia Queen	747	2		1862	1	1	500
Lamia Queen	747	2		1892	1	1	500
Lamia Queen	747	2		1867	1	1	500
Lamia Queen	747	2		1872	1	1	500
Lamia Queen	747	2		1877	1	1	500
Lamia Queen	747	2		1882	1	1	500
Lamia Queen	747	2		1887	1	1	500
Lamia Queen	747	2		6076	1	1	500
Magmaron	760	1		1855	1	1	500
Magmaron	760	1		1860	1	1	500
Magmaron	760	1		1890	1	1	500
Magmaron	760	1		1865	1	1	500
Magmaron	760	1		1870	1	1	500
Magmaron	760	1		1875	1	1	500
Magmaron	760	1		1880	1	1	500
Magmaron	760	1		1885	1	1	500
Magmaron	760	1		6074	1	1	500
Rolando	762	2		5019	1	1	30
Rolando	762	2		1857	1	1	500
Rolando	762	2		1862	1	1	500
Rolando	762	2		1892	1	1	500
Rolando	762	2		1867	1	1	500
Rolando	762	2		1872	1	1	500
Rolando	762	2		1877	1	1	500
Rolando	762	2		1882	1	1	500
Rolando	762	2		1887	1	1	500
Rolando	762	2		6076	1	1	500
Corsos	763	2		5019	1	1	30
Corsos	763	2		1857	1	1	500
Corsos	763	2		1862	1	1	500
Corsos	763	2		1892	1	1	500
Corsos	763	2		1867	1	1	500
Corsos	763	2		1872	1	1	500
Corsos	763	2		1877	1	1	500
Corsos	763	2		1882	1	1	500
Corsos	763	2		1887	1	1	500
Corsos	763	2		6076	1	1	500
Longo	764	2		5019	1	1	30
Longo	764	2		1857	1	1	500
Longo	764	2		1862	1	1	500
Longo	764	2		1892	1	1	500
Longo	764	2		1867	1	1	500
Longo	764	2		1872	1	1	500
Longo	764	2		1877	1	1	500
Longo	764	2		1882	1	1	500
Longo	764	2		1887	1	1	500
Longo	764	2		6076	1	1	500
Viglos	765	2		5009	1	1	20
Viglos	765	2		5019	1	1	30
Viglos	765	2		1857	1	1	500
Viglos	765	2		1862	1	1	500
Viglos	765	2		1892	1	1	500
Viglos	765	2		1867	1	1	500
Viglos	765	2		1872	1	1	500
Viglos	765	2		1877	1	1	500
Viglos	765	2		1882	1	1	500
Viglos	765	2		1887	1	1	500
Viglos	765	2		6076	1	1	500
Barto	766	2		5008	1	1	30
Barto	766	2		5018	1	1	10
Barto	766	2		1856	1	1	500
Barto	766	2		1861	1	1	500
Barto	766	2		1891	1	1	500
Barto	766	2		1866	1	1	500
Barto	766	2		1871	1	1	500
Barto	766	2		1876	1	1	500
Barto	766	2		1881	1	1	500
Barto	766	2		1886	1	1	500
Barto	766	2		6075	1	1	500
Leki	767	2		5006	1	1	20
Leki	767	2		1855	1	1	500
Leki	767	2		1860	1	1	500
Leki	767	2		1890	1	1	500
Leki	767	2		1865	1	1	500
Leki	767	2		1870	1	1	500
Leki	767	2		1875	1	1	500
Leki	767	2		1880	1	1	500
Leki	767	2		1885	1	1	500
Leki	767	2		6074	1	1	500
Helldie	769	2		5006	1	1	20
Helldie	769	2		1855	1	1	500
Helldie	769	2		1860	1	1	500
Helldie	769	2		1890	1	1	500
Helldie	769	2		1865	1	1	500
Helldie	769	2		1870	1	1	500
Helldie	769	2		1875	1	1	500
Helldie	769	2		1880	1	1	500
Helldie	769	2		1885	1	1	500
Helldie	769	2		6074	1	1	500
Volga	770	2		5015	1	1	20
Volga	770	2		5016	1	1	25
Volga	770	2		5017	1	1	30
Volga	770	2		1856	1	1	500
Volga	770	2		1861	1	1	500
Volga	770	2		1891	1	1	500
Volga	770	2		1866	1	1	500
Volga	770	2		1871	1	1	500
Volga	770	2		1876	1	1	500
Volga	770	2		1881	1	1	500
Volga	770	2		1886	1	1	500
Volga	770	2		6075	1	1	500
Vorn	771	1		1857	1	1	500
Vorn	771	1		1862	1	1	500
Vorn	771	1		1892	1	1	500
Vorn	771	1		1867	1	1	500
Vorn	771	1		1872	1	1	500
Vorn	771	1		1877	1	1	500
Vorn	771	1		1882	1	1	500
Vorn	771	1		1887	1	1	500
Vorn	771	1		6076	1	1	500
Harn	772	1		451	1	1	100000
Fargan	773	2		5019	1	1	30
Fargan	773	2		1857	1	1	500
Fargan	773	2		1862	1	1	500
Fargan	773	2		1892	1	1	500
Fargan	773	2		1867	1	1	500
Fargan	773	2		1872	1	1	500
Fargan	773	2		1877	1	1	500
Fargan	773	2		1882	1	1	500
Fargan	773	2		1887	1	1	500
Fargan	773	2		6076	1	1	500
Darilla	774	2		5008	1	1	30
Darilla	774	2		5018	1	1	10
Darilla	774	2		1856	1	1	500
Darilla	774	2		1861	1	1	500
Darilla	774	2		1891	1	1	500
Darilla	774	2		1866	1	1	500
Darilla	774	2		1871	1	1	500
Darilla	774	2		1876	1	1	500
Darilla	774	2		1881	1	1	500
Darilla	774	2		1886	1	1	500
Darilla	774	2		6075	1	1	500
Risky	775	2		5020	1	1	30
Risky	775	2		1857	1	1	500
Risky	775	2		1862	1	1	500
Risky	775	2		1892	1	1	500
Risky	775	2		1867	1	1	500
Risky	775	2		1872	1	1	500
Risky	775	2		1877	1	1	500
Risky	775	2		1882	1	1	500
Risky	775	2		1887	1	1	500
Risky	775	2		6076	1	1	500
Lilith	776	1		1855	1	1	500
Lilith	776	1		1860	1	1	500
Lilith	776	1		1890	1	1	500
Lilith	776	1		1865	1	1	500
Lilith	776	1		1870	1	1	500
Lilith	776	1		1875	1	1	500
Lilith	776	1		1880	1	1	500
Lilith	776	1		1885	1	1	500
Lilith	776	1		6074	1	1	500
Bonedragon Harangarun	778	2		5008	1	1	30
Bonedragon Harangarun	778	2		1856	1	1	500
Bonedragon Harangarun	778	2		1861	1	1	500
Bonedragon Harangarun	778	2		1891	1	1	500
Bonedragon Harangarun	778	2		1866	1	1	500
Bonedragon Harangarun	778	2		1871	1	1	500
Bonedragon Harangarun	778	2		1876	1	1	500
Bonedragon Harangarun	778	2		1881	1	1	500
Bonedragon Harangarun	778	2		1886	1	1	500
Bonedragon Harangarun	778	2		6075	1	1	500
Sheena	779	2		451	1	1	100000
Sunk	780	2		5019	1	1	30
Sunk	780	2		1857	1	1	500
Sunk	780	2		1862	1	1	500
Sunk	780	2		1892	1	1	500
Sunk	780	2		1867	1	1	500
Sunk	780	2		1872	1	1	500
Sunk	780	2		1877	1	1	500
Sunk	780	2		1882	1	1	500
Sunk	780	2		1887	1	1	500
Sunk	780	2		6076	1	1	500
Warzakh	782	2		5019	1	1	30
Warzakh	782	2		1857	1	1	500
Warzakh	782	2		1862	1	1	500
Warzakh	782	2		1892	1	1	500
Warzakh	782	2		1867	1	1	500
Warzakh	782	2		1872	1	1	500
Warzakh	782	2		1877	1	1	500
Warzakh	782	2		1882	1	1	500
Warzakh	782	2		1887	1	1	500
Warzakh	782	2		6076	1	1	500
Agony	783	1		1856	1	1	500
Agony	783	1		1861	1	1	500
Agony	783	1		1891	1	1	500
Agony	783	1		1866	1	1	500
Agony	783	1		1871	1	1	500
Agony	783	1		1876	1	1	500
Agony	783	1		1881	1	1	500
Agony	783	1		1886	1	1	500
Agony	783	1		6075	1	1	500
Darkeye	784	2		5008	1	1	30
Darkeye	784	2		1856	1	1	500
Darkeye	784	2		1861	1	1	500
Darkeye	784	2		1891	1	1	500
Darkeye	784	2		1866	1	1	500
Darkeye	784	2		1871	1	1	500
Darkeye	784	2		1876	1	1	500
Darkeye	784	2		1881	1	1	500
Darkeye	784	2		1886	1	1	500
Darkeye	784	2		6075	1	1	500
Zucker	785	2		5010	1	1	15
Zucker	785	2		5020	1	1	30
Zucker	785	2		1857	1	1	500
Zucker	785	2		1862	1	1	500
Zucker	785	2		1892	1	1	500
Zucker	785	2		1867	1	1	500
Zucker	785	2		1872	1	1	500
Zucker	785	2		1877	1	1	500
Zucker	785	2		1882	1	1	500
Zucker	785	2		1887	1	1	500
Zucker	785	2		6076	1	1	500
Shocker	786	2		451	1	1	100000
Vorisky	787	2		5010	1	1	15
Vorisky	787	2		5020	1	1	30
Vorisky	787	2		1857	1	1	500
Vorisky	787	2		1862	1	1	500
Vorisky	787	2		1892	1	1	500
Vorisky	787	2		1867	1	1	500
Vorisky	787	2		1872	1	1	500
Vorisky	787	2		1877	1	1	500
Vorisky	787	2		1882	1	1	500
Vorisky	787	2		1887	1	1	500
Vorisky	787	2		6076	1	1	500
Big Box	788	2		5006	1	1	20
Big Box	788	2		1855	1	1	500
Big Box	788	2		1860	1	1	500
Big Box	788	2		1890	1	1	500
Big Box	788	2		1865	1	1	500
Big Box	788	2		1870	1	1	500
Big Box	788	2		1875	1	1	500
Big Box	788	2		1880	1	1	500
Big Box	788	2		1885	1	1	500
Big Box	788	2		6074	1	1	500
Bleege	790	2		5019	1	1	30
Bleege	790	2		1857	1	1	500
Bleege	790	2		1862	1	1	500
Bleege	790	2		1892	1	1	500
Bleege	790	2		1867	1	1	500
Bleege	790	2		1872	1	1	500
Bleege	790	2		1877	1	1	500
Bleege	790	2		1882	1	1	500
Bleege	790	2		1887	1	1	500
Bleege	790	2		6076	1	1	500
Seshrud	791	1		1857	1	1	500
Seshrud	791	1		1862	1	1	500
Seshrud	791	1		1892	1	1	500
Seshrud	791	1		1867	1	1	500
Seshrud	791	1		1872	1	1	500
Seshrud	791	1		1877	1	1	500
Seshrud	791	1		1882	1	1	500
Seshrud	791	1		1887	1	1	500
Seshrud	791	1		6076	1	1	500
Luke	792	2		5005	1	1	30
Luke	792	2		5028	1	1	30
Luke	792	2		1855	1	1	500
Luke	792	2		1860	1	1	500
Luke	792	2		1890	1	1	500
Luke	792	2		1865	1	1	500
Luke	792	2		1870	1	1	500
Luke	792	2		1875	1	1	500
Luke	792	2		1880	1	1	500
Luke	792	2		1885	1	1	500
Luke	792	2		6074	1	1	500
Barso	793	1		1857	1	1	500
Barso	793	1		1862	1	1	500
Barso	793	1		1892	1	1	500
Barso	793	1		1867	1	1	500
Barso	793	1		1872	1	1	500
Barso	793	1		1877	1	1	500
Barso	793	1		1882	1	1	500
Barso	793	1		1887	1	1	500
Barso	793	1		6076	1	1	500
Baikan	794	2		5020	1	1	30
Baikan	794	2		1857	1	1	500
Baikan	794	2		1862	1	1	500
Baikan	794	2		1892	1	1	500
Baikan	794	2		1867	1	1	500
Baikan	794	2		1872	1	1	500
Baikan	794	2		1877	1	1	500
Baikan	794	2		1882	1	1	500
Baikan	794	2		1887	1	1	500
Baikan	794	2		6076	1	1	500
Sodom	806	2		5006	1	1	20
Sodom	806	2		5027	1	1	30
Sodom	806	2		1855	1	1	500
Sodom	806	2		1860	1	1	500
Sodom	806	2		1890	1	1	500
Sodom	806	2		1865	1	1	500
Sodom	806	2		1870	1	1	500
Sodom	806	2		1875	1	1	500
Sodom	806	2		1880	1	1	500
Sodom	806	2		1885	1	1	500
Sodom	806	2		6074	1	1	500
Finkel	808	2		5008	1	1	30
Finkel	808	2		5018	1	1	10
Finkel	808	2		1856	1	1	500
Finkel	808	2		1861	1	1	500
Finkel	808	2		1891	1	1	500
Finkel	808	2		1866	1	1	500
Finkel	808	2		1871	1	1	500
Finkel	808	2		1876	1	1	500
Finkel	808	2		1881	1	1	500
Finkel	808	2		1886	1	1	500
Finkel	808	2		6075	1	1	500
Hawkarrow King	809	2		5021	1	1	30
Hawkarrow King	809	2		1857	1	1	500
Hawkarrow King	809	2		1862	1	1	500
Hawkarrow King	809	2		1892	1	1	500
Hawkarrow King	809	2		1867	1	1	500
Hawkarrow King	809	2		1872	1	1	500
Hawkarrow King	809	2		1877	1	1	500
Hawkarrow King	809	2		1882	1	1	500
Hawkarrow King	809	2		1887	1	1	500
Hawkarrow King	809	2		6076	1	1	500
Erinies Director	811	2		5021	1	1	30
Erinies Director	811	2		1857	1	1	500
Erinies Director	811	2		1862	1	1	500
Erinies Director	811	2		1892	1	1	500
Erinies Director	811	2		1867	1	1	500
Erinies Director	811	2		1872	1	1	500
Erinies Director	811	2		1877	1	1	500
Erinies Director	811	2		1882	1	1	500
Erinies Director	811	2		1887	1	1	500
Erinies Director	811	2		6076	1	1	500
Bouldo	812	1		451	1	1	100000
Jimbo	813	1		1856	1	1	500
Jimbo	813	1		1861	1	1	500
Jimbo	813	1		1891	1	1	500
Jimbo	813	1		1866	1	1	500
Jimbo	813	1		1871	1	1	500
Jimbo	813	1		1876	1	1	500
Jimbo	813	1		1881	1	1	500
Jimbo	813	1		1886	1	1	500
Jimbo	813	1		6075	1	1	500
Shuta	814	1		451	1	1	100000
Balror	817	2		5012	1	1	30
Balror	817	2		5022	1	1	30
Balror	817	2		1857	1	1	500
Balror	817	2		1862	1	1	500
Balror	817	2		1892	1	1	500
Balror	817	2		1867	1	1	500
Balror	817	2		1872	1	1	500
Balror	817	2		1877	1	1	500
Balror	817	2		1882	1	1	500
Balror	817	2		1887	1	1	500
Balror	817	2		6076	1	1	500
Invader Guardian	819	3		6351	1	1	6000
Invader Guardian	819	3		13588	1	1	540
Invader Guardian	819	3		13589	1	1	540
Invader Guardian	819	3		13590	1	1	540
Invader Guardian	819	3		13591	1	1	540
Invader Guardian	819	3		13592	1	1	540
Invader Guardian	819	3		13598	1	1	2400
Invader Guardian	819	3		14531	1	1	2500
Invader Guardian	819	3		7394	1	1	10000
Invader Guardian	819	3		3311	1	1	6000
Invader Guardian	819	3		2117	1	1	2000
Invader Guardian	819	3		2119	1	1	2000
Invader Guardian	819	3		535	1	1	5000
Invader Guardian	819	3		14591	1	1	12500
Noble Lich	821	2		5021	1	1	30
Noble Lich	821	2		1857	1	1	500
Noble Lich	821	2		1862	1	1	500
Noble Lich	821	2		1892	1	1	500
Noble Lich	821	2		1867	1	1	500
Noble Lich	821	2		1872	1	1	500
Noble Lich	821	2		1877	1	1	500
Noble Lich	821	2		1882	1	1	500
Noble Lich	821	2		1887	1	1	500
Noble Lich	821	2		6076	1	1	500
High Rank Freezy Bondman	824	2		5021	1	1	30
High Rank Freezy Bondman	824	2		1857	1	1	500
High Rank Freezy Bondman	824	2		1862	1	1	500
High Rank Freezy Bondman	824	2		1892	1	1	500
High Rank Freezy Bondman	824	2		1867	1	1	500
High Rank Freezy Bondman	824	2		1872	1	1	500
High Rank Freezy Bondman	824	2		1877	1	1	500
High Rank Freezy Bondman	824	2		1882	1	1	500
High Rank Freezy Bondman	824	2		1887	1	1	500
High Rank Freezy Bondman	824	2		6076	1	1	500
Gorgoth	825	1		6351	1	1	400
Gorgoth	825	1		13588	1	1	45
Gorgoth	825	1		13589	1	1	45
Gorgoth	825	1		13590	1	1	45
Gorgoth	825	1		13591	1	1	45
Gorgoth	825	1		13592	1	1	45
Gorgoth	825	1		13598	1	1	200
Gorgoth	825	1		14531	1	1	167
Gorgoth	825	1		7394	1	1	10000
Gorgoth	825	1		3311	1	1	500
Adult Hawkarrow	829	2		5011	1	1	30
Adult Hawkarrow	829	2		5021	1	1	30
Adult Hawkarrow	829	2		1857	1	1	500
Adult Hawkarrow	829	2		1862	1	1	500
Adult Hawkarrow	829	2		1892	1	1	500
Adult Hawkarrow	829	2		1867	1	1	500
Adult Hawkarrow	829	2		1872	1	1	500
Adult Hawkarrow	829	2		1877	1	1	500
Adult Hawkarrow	829	2		1882	1	1	500
Adult Hawkarrow	829	2		1887	1	1	500
Adult Hawkarrow	829	2		6076	1	1	500
Euriale Soldier	832	2		5010	1	1	15
Euriale Soldier	832	2		1857	1	1	500
Euriale Soldier	832	2		1862	1	1	500
Euriale Soldier	832	2		1892	1	1	500
Euriale Soldier	832	2		1867	1	1	500
Euriale Soldier	832	2		1872	1	1	500
Euriale Soldier	832	2		1877	1	1	500
Euriale Soldier	832	2		1882	1	1	500
Euriale Soldier	832	2		1887	1	1	500
Euriale Soldier	832	2		6076	1	1	500
Succubus Premier	837	2		5021	1	1	30
Succubus Premier	837	2		1857	1	1	500
Succubus Premier	837	2		1862	1	1	500
Succubus Premier	837	2		1892	1	1	500
Succubus Premier	837	2		1867	1	1	500
Succubus Premier	837	2		1872	1	1	500
Succubus Premier	837	2		1877	1	1	500
Succubus Premier	837	2		1882	1	1	500
Succubus Premier	837	2		1887	1	1	500
Succubus Premier	837	2		6076	1	1	500
Pharaoh Knight	839	2		5012	1	1	30
Pharaoh Knight	839	2		1857	1	1	500
Pharaoh Knight	839	2		1862	1	1	500
Pharaoh Knight	839	2		1892	1	1	500
Pharaoh Knight	839	2		1867	1	1	500
Pharaoh Knight	839	2		1872	1	1	500
Pharaoh Knight	839	2		1877	1	1	500
Pharaoh Knight	839	2		1882	1	1	500
Pharaoh Knight	839	2		1887	1	1	500
Pharaoh Knight	839	2		6076	1	1	500
Tamarai	842	2		5005	1	1	30
Tamarai	842	2		5028	1	1	30
Tamarai	842	2		1855	1	1	500
Tamarai	842	2		1860	1	1	500
Tamarai	842	2		1890	1	1	500
Tamarai	842	2		1865	1	1	500
Tamarai	842	2		1870	1	1	500
Tamarai	842	2		1875	1	1	500
Tamarai	842	2		1880	1	1	500
Tamarai	842	2		1885	1	1	500
Tamarai	842	2		6074	1	1	500
Veteran Jung	843	2		5028	1	1	30
Veteran Jung	843	2		1855	1	1	500
Veteran Jung	843	2		1860	1	1	500
Veteran Jung	843	2		1890	1	1	500
Veteran Jung	843	2		1865	1	1	500
Veteran Jung	843	2		1870	1	1	500
Veteran Jung	843	2		1875	1	1	500
Veteran Jung	843	2		1880	1	1	500
Veteran Jung	843	2		1885	1	1	500
Veteran Jung	843	2		6074	1	1	500
Young Bran	847	1		1857	1	1	500
Young Bran	847	1		1862	1	1	500
Young Bran	847	1		1892	1	1	500
Young Bran	847	1		1867	1	1	500
Young Bran	847	1		1872	1	1	500
Young Bran	847	1		1877	1	1	500
Young Bran	847	1		1882	1	1	500
Young Bran	847	1		1887	1	1	500
